business_unit,office,product_type,trip_date,shift_type,trip_id,planned_pickup_epoch,planned_drop_epoch,actual_pickup_epoch,actual_drop_epoch,planned_km,traveled_km,stwid,signintype,gender,emp_role,boarding_status,not_boarding_reason,is_no_show
pinnacle-Slc,Oakmont Office,CAB,2026-05-12,09:00,3000162,1778556900.0,1778560200.0,1778557020.0,1778560320.0,6.2,6.4,100324,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-12,15:30,3000163,1778580000.0,1778583600.0,1778580120.0,1778583720.0,6.2,6.4,100325,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-12,15:30,3000163,1778580300.0,1778583600.0,1778580420.0,1778583720.0,6.2,6.4,100326,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-12,15:30,3000164,1778580000.0,1778583600.0,1778580120.0,1778583720.0,6.2,6.4,100327,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-12,15:30,3000164,1778580300.0,1778583600.0,1778580420.0,1778583720.0,6.2,6.4,100328,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-12,09:00,3000165,1778556600.0,1778560200.0,1778556720.0,1778560320.0,6.2,6.4,100329,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-12,09:00,3000165,1778556900.0,1778560200.0,1778557020.0,1778560320.0,6.2,6.4,100330,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-12,09:00,3000166,1778556600.0,1778560200.0,1778556720.0,1778560320.0,6.2,6.4,100331,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-12,09:00,3000166,1778556900.0,1778560200.0,1778557020.0,1778560320.0,6.2,6.4,100332,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-12,15:30,3000167,1778580000.0,1778583600.0,1778580120.0,1778583720.0,6.2,6.4,100333,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-12,15:30,3000167,1778580300.0,1778583600.0,1778580420.0,1778583720.0,6.2,6.4,100334,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-12,15:30,3000168,1778580000.0,1778583600.0,1778580120.0,1778583720.0,6.2,6.4,100335,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-12,15:30,3000168,1778580300.0,1778583600.0,,,6.2,6.4,100336,,FEMALE,employee,Not Boarded,NO_SHOW,True
pinnacle-Slc,Clearwater Campus,CAB,2026-05-12,09:00,3000169,1778556600.0,1778560200.0,1778556720.0,1778560320.0,6.2,6.4,100337,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-12,09:00,3000169,1778556900.0,1778560200.0,1778557020.0,1778560320.0,6.2,6.4,100338,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-12,09:00,3000170,1778556600.0,1778560200.0,1778556720.0,1778560320.0,6.2,6.4,100339,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-12,09:00,3000170,1778556900.0,1778560200.0,1778557020.0,1778560320.0,6.2,6.4,100340,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-12,15:30,3000171,1778580000.0,1778583600.0,1778580120.0,1778583720.0,6.2,6.4,100341,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-12,15:30,3000171,1778580300.0,1778583600.0,1778580420.0,1778583720.0,6.2,6.4,100342,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-12,15:30,3000172,1778580000.0,1778583600.0,1778580120.0,1778583720.0,6.2,6.4,100343,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-12,15:30,3000172,1778580300.0,1778583600.0,1778580420.0,1778583720.0,6.2,6.4,100344,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-12,09:00,3000173,1778556600.0,1778560200.0,1778557500.0,1778561100.0,6.2,6.4,100345,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-12,09:00,3000173,1778556900.0,1778560200.0,1778557020.0,1778560320.0,6.2,6.4,100346,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-12,09:00,3000174,1778556600.0,1778560200.0,1778557500.0,1778561100.0,6.2,6.4,100347,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-12,09:00,3000174,1778556900.0,1778560200.0,1778557020.0,1778560320.0,6.2,6.4,100348,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-12,15:30,3000175,1778580000.0,1778583600.0,1778580120.0,1778583720.0,6.2,6.4,100349,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-12,15:30,3000175,1778580300.0,1778583600.0,1778580420.0,1778583720.0,6.2,6.4,100350,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-12,15:30,3000176,1778580000.0,1778583600.0,1778580120.0,1778583720.0,6.2,6.4,100351,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-12,15:30,3000176,1778580300.0,1778583600.0,1778580420.0,1778583720.0,6.2,6.4,100352,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-12,09:00,3000177,1778556600.0,1778560200.0,1778556720.0,1778560320.0,6.2,6.4,100353,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-12,09:00,3000177,1778556900.0,1778560200.0,1778557020.0,1778560320.0,6.2,6.4,100354,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-12,09:00,3000178,1778556600.0,1778560200.0,1778556720.0,1778560320.0,6.2,6.4,100355,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-12,09:00,3000178,1778556900.0,1778560200.0,1778557020.0,1778560320.0,6.2,6.4,100356,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-12,15:30,3000179,1778580000.0,1778583600.0,1778580120.0,1778583720.0,6.2,6.4,100357,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-12,15:30,3000179,1778580300.0,1778583600.0,1778581200.0,1778584500.0,6.2,6.4,100358,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-12,15:30,3000180,1778580000.0,1778583600.0,1778580900.0,1778584500.0,6.2,6.4,100359,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-12,15:30,3000180,1778580300.0,1778583600.0,1778580420.0,1778583720.0,6.2,6.4,100360,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-13,09:00,3000181,1778643000.0,1778646600.0,1778643120.0,1778646720.0,6.2,6.4,100361,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-13,09:00,3000181,1778643300.0,1778646600.0,1778644200.0,1778647500.0,6.2,6.4,100362,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-13,09:00,3000182,1778643000.0,1778646600.0,1778643120.0,1778646720.0,6.2,6.4,100363,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-13,09:00,3000182,1778643300.0,1778646600.0,1778643420.0,1778646720.0,6.2,6.4,100364,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-13,15:30,3000183,1778666400.0,1778670000.0,1778666520.0,1778670120.0,6.2,6.4,100365,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-13,15:30,3000183,1778666700.0,1778670000.0,1778666820.0,1778670120.0,6.2,6.4,100366,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-13,15:30,3000184,1778666400.0,1778670000.0,1778666520.0,1778670120.0,6.2,6.4,100367,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-13,15:30,3000184,1778666700.0,1778670000.0,1778666820.0,1778670120.0,6.2,6.4,100368,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-13,09:00,3000185,1778643000.0,1778646600.0,1778643120.0,1778646720.0,6.2,6.4,100369,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-13,09:00,3000185,1778643300.0,1778646600.0,1778643420.0,1778646720.0,6.2,6.4,100370,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-13,09:00,3000186,1778643000.0,1778646600.0,1778643120.0,1778646720.0,6.2,6.4,100371,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-13,09:00,3000186,1778643300.0,1778646600.0,1778643420.0,1778646720.0,6.2,6.4,100372,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-13,15:30,3000187,1778666400.0,1778670000.0,1778666520.0,1778670120.0,6.2,6.4,100373,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-13,15:30,3000187,1778666700.0,1778670000.0,1778666820.0,1778670120.0,6.2,6.4,100374,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-13,15:30,3000188,1778666400.0,1778670000.0,1778667300.0,1778670900.0,6.2,6.4,100375,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-13,15:30,3000188,1778666700.0,1778670000.0,,,6.2,6.4,100376,,FEMALE,employee,Not Boarded,NO_SHOW,True
pinnacle-Slc,Clearwater Campus,CAB,2026-05-13,09:00,3000189,1778643000.0,1778646600.0,1778643120.0,1778646720.0,6.2,6.4,100377,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-13,09:00,3000189,1778643300.0,1778646600.0,1778643420.0,1778646720.0,6.2,6.4,100378,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-13,09:00,3000190,1778643000.0,1778646600.0,1778643120.0,1778646720.0,6.2,6.4,100379,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-13,09:00,3000190,1778643300.0,1778646600.0,1778643420.0,1778646720.0,6.2,6.4,100380,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-13,15:30,3000191,1778666400.0,1778670000.0,1778666520.0,1778670120.0,6.2,6.4,100381,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-13,15:30,3000191,1778666700.0,1778670000.0,1778666820.0,1778670120.0,6.2,6.4,100382,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-13,15:30,3000192,1778666400.0,1778670000.0,1778667300.0,1778670900.0,6.2,6.4,100383,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-13,15:30,3000192,1778666700.0,1778670000.0,1778666820.0,1778670120.0,6.2,6.4,100384,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-13,09:00,3000193,1778643000.0,1778646600.0,1778643120.0,1778646720.0,6.2,6.4,100385,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-13,09:00,3000193,1778643300.0,1778646600.0,1778643420.0,1778646720.0,6.2,6.4,100386,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-13,09:00,3000194,1778643000.0,1778646600.0,1778643120.0,1778646720.0,6.2,6.4,100387,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-13,09:00,3000194,1778643300.0,1778646600.0,1778643420.0,1778646720.0,6.2,6.4,100388,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-13,15:30,3000195,1778666400.0,1778670000.0,1778666520.0,1778670120.0,6.2,6.4,100389,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-13,15:30,3000195,1778666700.0,1778670000.0,1778666820.0,1778670120.0,6.2,6.4,100390,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-13,15:30,3000196,1778666400.0,1778670000.0,1778666520.0,1778670120.0,6.2,6.4,100391,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-13,15:30,3000196,1778666700.0,1778670000.0,1778666820.0,1778670120.0,6.2,6.4,100392,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-13,09:00,3000197,1778643000.0,1778646600.0,1778643900.0,1778647500.0,6.2,6.4,100393,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-13,09:00,3000197,1778643300.0,1778646600.0,1778643420.0,1778646720.0,6.2,6.4,100394,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-13,09:00,3000198,1778643000.0,1778646600.0,1778643120.0,1778646720.0,6.2,6.4,100395,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-13,09:00,3000198,1778643300.0,1778646600.0,1778644200.0,1778647500.0,6.2,6.4,100396,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-13,15:30,3000199,1778666400.0,1778670000.0,1778666520.0,1778670120.0,6.2,6.4,100397,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-13,15:30,3000199,1778666700.0,1778670000.0,1778666820.0,1778670120.0,6.2,6.4,100398,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-13,15:30,3000200,1778666400.0,1778670000.0,1778667300.0,1778670900.0,6.2,6.4,100399,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-13,15:30,3000200,1778666700.0,1778670000.0,1778666820.0,1778670120.0,6.2,6.4,100400,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-14,09:00,3000201,1778729400.0,1778733000.0,1778729520.0,1778733120.0,6.2,6.4,100401,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-14,09:00,3000201,1778729700.0,1778733000.0,1778729820.0,1778733120.0,6.2,6.4,100402,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-14,09:00,3000202,1778729400.0,1778733000.0,1778729520.0,1778733120.0,6.2,6.4,100403,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-14,09:00,3000202,1778729700.0,1778733000.0,1778729820.0,1778733120.0,6.2,6.4,100404,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-14,15:30,3000203,1778752800.0,1778756400.0,1778752920.0,1778756520.0,6.2,6.4,100405,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-14,15:30,3000203,1778753100.0,1778756400.0,1778753220.0,1778756520.0,6.2,6.4,100406,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-14,15:30,3000204,1778752800.0,1778756400.0,1778752920.0,1778756520.0,6.2,6.4,100407,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-14,15:30,3000204,1778753100.0,1778756400.0,1778753220.0,1778756520.0,6.2,6.4,100408,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-14,09:00,3000205,1778729400.0,1778733000.0,1778729520.0,1778733120.0,6.2,6.4,100409,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-14,09:00,3000205,1778729700.0,1778733000.0,1778729820.0,1778733120.0,6.2,6.4,100410,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-14,09:00,3000206,1778729400.0,1778733000.0,1778729520.0,1778733120.0,6.2,6.4,100411,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-14,09:00,3000206,1778729700.0,1778733000.0,1778729820.0,1778733120.0,6.2,6.4,100412,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-14,15:30,3000207,1778752800.0,1778756400.0,1778752920.0,1778756520.0,6.2,6.4,100413,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-14,15:30,3000207,1778753100.0,1778756400.0,1778753220.0,1778756520.0,6.2,6.4,100414,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-14,15:30,3000208,1778752800.0,1778756400.0,1778752920.0,1778756520.0,6.2,6.4,100415,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-14,15:30,3000208,1778753100.0,1778756400.0,,,6.2,6.4,100416,,FEMALE,employee,Not Boarded,NO_SHOW,True
pinnacle-Slc,Clearwater Campus,CAB,2026-05-14,09:00,3000209,1778729400.0,1778733000.0,1778729520.0,1778733120.0,6.2,6.4,100417,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-14,09:00,3000209,1778729700.0,1778733000.0,1778729820.0,1778733120.0,6.2,6.4,100418,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-14,09:00,3000210,1778729400.0,1778733000.0,1778730300.0,1778733900.0,6.2,6.4,100419,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-14,09:00,3000210,1778729700.0,1778733000.0,1778729820.0,1778733120.0,6.2,6.4,100420,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-14,15:30,3000211,1778752800.0,1778756400.0,1778752920.0,1778756520.0,6.2,6.4,100421,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-14,15:30,3000211,1778753100.0,1778756400.0,1778753220.0,1778756520.0,6.2,6.4,100422,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-14,15:30,3000212,1778752800.0,1778756400.0,1778752920.0,1778756520.0,6.2,6.4,100423,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-14,15:30,3000212,1778753100.0,1778756400.0,1778753220.0,1778756520.0,6.2,6.4,100424,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-14,09:00,3000213,1778729400.0,1778733000.0,1778729520.0,1778733120.0,6.2,6.4,100425,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-14,09:00,3000213,1778729700.0,1778733000.0,1778729820.0,1778733120.0,6.2,6.4,100426,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-14,09:00,3000214,1778729400.0,1778733000.0,1778729520.0,1778733120.0,6.2,6.4,100427,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-14,09:00,3000214,1778729700.0,1778733000.0,1778729820.0,1778733120.0,6.2,6.4,100428,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-14,15:30,3000215,1778752800.0,1778756400.0,1778752920.0,1778756520.0,6.2,6.4,100429,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-14,15:30,3000215,1778753100.0,1778756400.0,1778753220.0,1778756520.0,6.2,6.4,100430,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-14,15:30,3000216,1778752800.0,1778756400.0,1778752920.0,1778756520.0,6.2,6.4,100431,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-14,15:30,3000216,1778753100.0,1778756400.0,1778753220.0,1778756520.0,6.2,6.4,100432,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-14,09:00,3000217,1778729400.0,1778733000.0,1778729520.0,1778733120.0,6.2,6.4,100433,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-14,09:00,3000217,1778729700.0,1778733000.0,1778729820.0,1778733120.0,6.2,6.4,100434,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-14,09:00,3000218,1778729400.0,1778733000.0,1778729520.0,1778733120.0,6.2,6.4,100435,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-14,09:00,3000218,1778729700.0,1778733000.0,1778729820.0,1778733120.0,6.2,6.4,100436,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-14,15:30,3000219,1778752800.0,1778756400.0,1778753700.0,1778757300.0,6.2,6.4,100437,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-14,15:30,3000219,1778753100.0,1778756400.0,1778753220.0,1778756520.0,6.2,6.4,100438,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-14,15:30,3000220,1778752800.0,1778756400.0,1778752920.0,1778756520.0,6.2,6.4,100439,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-14,15:30,3000220,1778753100.0,1778756400.0,1778753220.0,1778756520.0,6.2,6.4,100440,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-15,09:00,3000221,1778815800.0,1778819400.0,1778815920.0,1778819520.0,6.2,6.4,100441,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-15,09:00,3000221,1778816100.0,1778819400.0,1778816220.0,1778819520.0,6.2,6.4,100442,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-15,09:00,3000222,1778815800.0,1778819400.0,1778816700.0,1778820300.0,6.2,6.4,100443,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-15,09:00,3000222,1778816100.0,1778819400.0,1778816220.0,1778819520.0,6.2,6.4,100444,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-15,15:30,3000223,1778839200.0,1778842800.0,1778839320.0,1778842920.0,6.2,6.4,100445,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-15,15:30,3000223,1778839500.0,1778842800.0,1778839620.0,1778842920.0,6.2,6.4,100446,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-15,15:30,3000224,1778839200.0,1778842800.0,1778839320.0,1778842920.0,6.2,6.4,100447,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-15,15:30,3000224,1778839500.0,1778842800.0,1778839620.0,1778842920.0,6.2,6.4,100448,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-15,09:00,3000225,1778815800.0,1778819400.0,1778815920.0,1778819520.0,6.2,6.4,100449,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-15,09:00,3000225,1778816100.0,1778819400.0,1778816220.0,1778819520.0,6.2,6.4,100450,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-15,09:00,3000226,1778815800.0,1778819400.0,1778815920.0,1778819520.0,6.2,6.4,100451,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-15,09:00,3000226,1778816100.0,1778819400.0,1778816220.0,1778819520.0,6.2,6.4,100452,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-15,15:30,3000227,1778839200.0,1778842800.0,1778839320.0,1778842920.0,6.2,6.4,100453,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-15,15:30,3000227,1778839500.0,1778842800.0,1778839620.0,1778842920.0,6.2,6.4,100454,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-15,15:30,3000228,1778839200.0,1778842800.0,1778839320.0,1778842920.0,6.2,6.4,100455,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-15,15:30,3000228,1778839500.0,1778842800.0,,,6.2,6.4,100456,,FEMALE,employee,Not Boarded,NO_SHOW,True
pinnacle-Slc,Clearwater Campus,CAB,2026-05-15,09:00,3000229,1778815800.0,1778819400.0,1778815920.0,1778819520.0,6.2,6.4,100457,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-15,09:00,3000229,1778816100.0,1778819400.0,1778816220.0,1778819520.0,6.2,6.4,100458,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-15,09:00,3000230,1778815800.0,1778819400.0,1778815920.0,1778819520.0,6.2,6.4,100459,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-15,09:00,3000230,1778816100.0,1778819400.0,1778816220.0,1778819520.0,6.2,6.4,100460,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-15,15:30,3000231,1778839200.0,1778842800.0,1778839320.0,1778842920.0,6.2,6.4,100461,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-15,15:30,3000231,1778839500.0,1778842800.0,1778839620.0,1778842920.0,6.2,6.4,100462,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-15,15:30,3000232,1778839200.0,1778842800.0,1778839320.0,1778842920.0,6.2,6.4,100463,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-15,15:30,3000232,1778839500.0,1778842800.0,1778840400.0,1778843700.0,6.2,6.4,100464,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-15,09:00,3000233,1778815800.0,1778819400.0,1778816700.0,1778820300.0,6.2,6.4,100465,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-15,09:00,3000233,1778816100.0,1778819400.0,1778816220.0,1778819520.0,6.2,6.4,100466,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-15,09:00,3000234,1778815800.0,1778819400.0,1778815920.0,1778819520.0,6.2,6.4,100467,Planned,MALE,employee,Boarded,,False
