business_unit,trip_id,trip_type,trip_date,stwid,route_rating,driver_rating,cab_rating,safety_rating,marshal_rating,creation_time
pinnacle-Slc,"3,000,096",LOGOUT,"May 8, 2026, 3:30 PM","100,192",5,5,5,4,0,"May 8, 2026, 5:30 PM"
pinnacle-Slc,"3,000,097",LOGIN,"May 8, 2026, 9:00 AM","100,193",5,5,5,4,0,"May 8, 2026, 11:00 AM"
pinnacle-Slc,"3,000,097",LOGIN,"May 8, 2026, 9:00 AM","100,194",5,5,5,4,0,"May 8, 2026, 11:00 AM"
pinnacle-Slc,"3,000,098",LOGIN,"May 8, 2026, 9:00 AM","100,195",5,5,5,4,0,"May 8, 2026, 11:00 AM"
pinnacle-Slc,"3,000,098",LOGIN,"May 8, 2026, 9:00 AM","100,196",5,5,5,4,0,"May 8, 2026, 11:00 AM"
pinnacle-Slc,"3,000,099",LOGOUT,"May 8, 2026, 3:30 PM","100,197",5,5,5,4,0,"May 8, 2026, 5:30 PM"
pinnacle-Slc,"3,000,099",LOGOUT,"May 8, 2026, 3:30 PM","100,198",5,5,5,4,0,"May 8, 2026, 5:30 PM"
pinnacle-Slc,"3,000,100",LOGOUT,"May 8, 2026, 3:30 PM","100,199",5,5,5,4,0,"May 8, 2026, 5:30 PM"
pinnacle-Slc,"3,000,100",LOGOUT,"May 8, 2026, 3:30 PM","100,200",5,5,5,4,0,"May 8, 2026, 5:30 PM"
pinnacle-Slc,"3,000,101",LOGIN,"May 9, 2026, 9:00 AM","100,201",5,5,5,4,0,"May 9, 2026, 11:00 AM"
pinnacle-Slc,"3,000,101",LOGIN,"May 9, 2026, 9:00 AM","100,202",5,5,5,4,0,"May 9, 2026, 11:00 AM"
pinnacle-Slc,"3,000,102",LOGIN,"May 9, 2026, 9:00 AM","100,203",5,5,5,4,0,"May 9, 2026, 11:00 AM"
pinnacle-Slc,"3,000,102",LOGIN,"May 9, 2026, 9:00 AM","100,204",5,5,5,4,0,"May 9, 2026, 11:00 AM"
pinnacle-Slc,"3,000,103",LOGOUT,"May 9, 2026, 3:30 PM","100,205",5,5,5,4,0,"May 9, 2026, 5:30 PM"
pinnacle-Slc,"3,000,103",LOGOUT,"May 9, 2026, 3:30 PM","100,206",5,5,5,4,0,"May 9, 2026, 5:30 PM"
pinnacle-Slc,"3,000,104",LOGOUT,"May 9, 2026, 3:30 PM","100,207",5,5,5,4,0,"May 9, 2026, 5:30 PM"
pinnacle-Slc,"3,000,104",LOGOUT,"May 9, 2026, 3:30 PM","100,208",5,5,5,4,0,"May 9, 2026, 5:30 PM"
pinnacle-Slc,"3,000,105",LOGIN,"May 9, 2026, 9:00 AM","100,209",5,5,5,4,0,"May 9, 2026, 11:00 AM"
pinnacle-Slc,"3,000,105",LOGIN,"May 9, 2026, 9:00 AM","100,210",5,5,5,4,0,"May 9, 2026, 11:00 AM"
pinnacle-Slc,"3,000,106",LOGIN,"May 9, 2026, 9:00 AM","100,211",5,2,5,4,0,"May 9, 2026, 11:00 AM"
pinnacle-Slc,"3,000,106",LOGIN,"May 9, 2026, 9:00 AM","100,212",5,5,5,4,0,"May 9, 2026, 11:00 AM"
pinnacle-Slc,"3,000,107",LOGOUT,"May 9, 2026, 3:30 PM","100,213",5,5,5,4,0,"May 9, 2026, 5:30 PM"
pinnacle-Slc,"3,000,107",LOGOUT,"May 9, 2026, 3:30 PM","100,214",5,5,5,4,0,"May 9, 2026, 5:30 PM"
pinnacle-Slc,"3,000,108",LOGOUT,"May 9, 2026, 3:30 PM","100,215",5,5,5,4,0,"May 9, 2026, 5:30 PM"
pinnacle-Slc,"3,000,108",LOGOUT,"May 9, 2026, 3:30 PM","100,216",5,5,5,4,0,"May 9, 2026, 5:30 PM"
pinnacle-Slc,"3,000,109",LOGIN,"May 9, 2026, 9:00 AM","100,217",5,5,5,4,0,"May 9, 2026, 11:00 AM"
pinnacle-Slc,"3,000,109",LOGIN,"May 9, 2026, 9:00 AM","100,218",5,5,5,4,0,"May 9, 2026, 11:00 AM"
pinnacle-Slc,"3,000,110",LOGIN,"May 9, 2026, 9:00 AM","100,219",5,5,5,4,0,"May 9, 2026, 11:00 AM"
pinnacle-Slc,"3,000,110",LOGIN,"May 9, 2026, 9:00 AM","100,220",5,5,5,4,0,"May 9, 2026, 11:00 AM"
pinnacle-Slc,"3,000,111",LOGOUT,"May 9, 2026, 3:30 PM","100,221",5,5,5,4,0,"May 9, 2026, 5:30 PM"
pinnacle-Slc,"3,000,111",LOGOUT,"May 9, 2026, 3:30 PM","100,222",5,5,5,4,0,"May 9, 2026, 5:30 PM"
pinnacle-Slc,"3,000,112",LOGOUT,"May 9, 2026, 3:30 PM","100,223",5,5,5,4,0,"May 9, 2026, 5:30 PM"
pinnacle-Slc,"3,000,112",LOGOUT,"May 9, 2026, 3:30 PM","100,224",5,5,5,4,0,"May 9, 2026, 5:30 PM"
pinnacle-Slc,"3,000,113",LOGIN,"May 9, 2026, 9:00 AM","100,225",5,5,5,4,0,"May 9, 2026, 11:00 AM"
pinnacle-Slc,"3,000,113",LOGIN,"May 9, 2026, 9:00 AM","100,226",5,5,5,4,0,"May 9, 2026, 11:00 AM"
pinnacle-Slc,"3,000,114",LOGIN,"May 9, 2026, 9:00 AM","100,227",5,5,5,4,0,"May 9, 2026, 11:00 AM"
pinnacle-Slc,"3,000,114",LOGIN,"May 9, 2026, 9:00 AM","100,228",5,5,5,4,0,"May 9, 2026, 11:00 AM"
pinnacle-Slc,"3,000,115",LOGOUT,"May 9, 2026, 3:30 PM","100,229",5,5,5,4,0,"May 9, 2026, 5:30 PM"
pinnacle-Slc,"3,000,115",LOGOUT,"May 9, 2026, 3:30 PM","100,230",5,5,5,4,0,"May 9, 2026, 5:30 PM"
pinnacle-Slc,"3,000,116",LOGOUT,"May 9, 2026, 3:30 PM","100,231",5,5,5,4,0,"May 9, 2026, 5:30 PM"
pinnacle-Slc,"3,000,116",LOGOUT,"May 9, 2026, 3:30 PM","100,232",5,5,5,4,0,"May 9, 2026, 5:30 PM"
pinnacle-Slc,"3,000,117",LOGIN,"May 9, 2026, 9:00 AM","100,233",5,5,5,4,0,"May 9, 2026, 11:00 AM"
pinnacle-Slc,"3,000,117",LOGIN,"May 9, 2026, 9:00 AM","100,234",5,5,5,4,0,"May 9, 2026, 11:00 AM"
pinnacle-Slc,"3,000,118",LOGIN,"May 9, 2026, 9:00 AM","100,235",5,5,5,4,0,"May 9, 2026, 11:00 AM"
pinnacle-Slc,"3,000,118",LOGIN,"May 9, 2026, 9:00 AM","100,236",5,5,5,4,0,"May 9, 2026, 11:00 AM"
pinnacle-Slc,"3,000,119",LOGOUT,"May 9, 2026, 3:30 PM","100,237",5,5,5,4,0,"May 9, 2026, 5:30 PM"
pinnacle-Slc,"3,000,119",LOGOUT,"May 9, 2026, 3:30 PM","100,238",5,5,5,4,0,"May 9, 2026, 5:30 PM"
pinnacle-Slc,"3,000,120",LOGOUT,"May 9, 2026, 3:30 PM","100,239",5,5,5,4,0,"May 9, 2026, 5:30 PM"
pinnacle-Slc,"3,000,120",LOGOUT,"May 9, 2026, 3:30 PM","100,240",5,5,5,4,0,"May 9, 2026, 5:30 PM"
pinnacle-Slc,"3,000,121",LOGIN,"May 10, 2026, 9:00 AM","100,241",5,5,5,4,0,"May 10, 2026, 11:00 AM"
pinnacle-Slc,"3,000,121",LOGIN,"May 10, 2026, 9:00 AM","100,242",5,5,5,4,0,"May 10, 2026, 11:00 AM"
pinnacle-Slc,"3,000,122",LOGIN,"May 10, 2026, 9:00 AM","100,243",5,5,5,4,0,"May 10, 2026, 11:00 AM"
pinnacle-Slc,"3,000,122",LOGIN,"May 10, 2026, 9:00 AM","100,244",5,5,5,4,0,"May 10, 2026, 11:00 AM"
pinnacle-Slc,"3,000,123",LOGOUT,"May 10, 2026, 3:30 PM","100,245",5,5,5,4,0,"May 10, 2026, 5:30 PM"
pinnacle-Slc,"3,000,123",LOGOUT,"May 10, 2026, 3:30 PM","100,246",5,5,5,4,0,"May 10, 2026, 5:30 PM"
pinnacle-Slc,"3,000,124",LOGOUT,"May 10, 2026, 3:30 PM","100,247",5,5,5,4,0,"May 10, 2026, 5:30 PM"
pinnacle-Slc,"3,000,124",LOGOUT,"May 10, 2026, 3:30 PM","100,248",5,5,5,4,0,"May 10, 2026, 5:30 PM"
pinnacle-Slc,"3,000,125",LOGIN,"May 10, 2026, 9:00 AM","100,249",5,5,5,4,0,"May 10, 2026, 11:00 AM"
pinnacle-Slc,"3,000,125",LOGIN,"May 10, 2026, 9:00 AM","100,250",5,5,5,4,0,"May 10, 2026, 11:00 AM"
pinnacle-Slc,"3,000,126",LOGIN,"May 10, 2026, 9:00 AM","100,251",5,2,5,4,0,"May 10, 2026, 11:00 AM"
pinnacle-Slc,"3,000,126",LOGIN,"May 10, 2026, 9:00 AM","100,252",5,5,5,4,0,"May 10, 2026, 11:00 AM"
pinnacle-Slc,"3,000,127",LOGOUT,"May 10, 2026, 3:30 PM","100,253",5,5,5,4,0,"May 10, 2026, 5:30 PM"
pinnacle-Slc,"3,000,127",LOGOUT,"May 10, 2026, 3:30 PM","100,254",5,5,5,4,0,"May 10, 2026, 5:30 PM"
pinnacle-Slc,"3,000,128",LOGOUT,"May 10, 2026, 3:30 PM","100,255",5,5,5,4,0,"May 10, 2026, 5:30 PM"
pinnacle-Slc,"3,000,128",LOGOUT,"May 10, 2026, 3:30 PM","100,256",5,5,5,4,0,"May 10, 2026, 5:30 PM"
pinnacle-Slc,"3,000,129",LOGIN,"May 10, 2026, 9:00 AM","100,257",5,5,5,4,0,"May 10, 2026, 11:00 AM"
pinnacle-Slc,"3,000,129",LOGIN,"May 10, 2026, 9:00 AM","100,258",5,5,5,4,0,"May 10, 2026, 11:00 AM"
pinnacle-Slc,"3,000,130",LOGIN,"May 10, 2026, 9:00 AM","100,259",5,5,5,4,0,"May 10, 2026, 11:00 AM"
pinnacle-Slc,"3,000,130",LOGIN,"May 10, 2026, 9:00 AM","100,260",5,5,5,4,0,"May 10, 2026, 11:00 AM"
pinnacle-Slc,"3,000,131",LOGOUT,"May 10, 2026, 3:30 PM","100,261",5,5,5,4,0,"May 10, 2026, 5:30 PM"
pinnacle-Slc,"3,000,131",LOGOUT,"May 10, 2026, 3:30 PM","100,262",5,5,5,4,0,"May 10, 2026, 5:30 PM"
pinnacle-Slc,"3,000,132",LOGOUT,"May 10, 2026, 3:30 PM","100,263",5,5,5,4,0,"May 10, 2026, 5:30 PM"
pinnacle-Slc,"3,000,132",LOGOUT,"May 10, 2026, 3:30 PM","100,264",5,5,5,4,0,"May 10, 2026, 5:30 PM"
pinnacle-Slc,"3,000,133",LOGIN,"May 10, 2026, 9:00 AM","100,265",5,5,5,4,0,"May 10, 2026, 11:00 AM"
pinnacle-Slc,"3,000,133",LOGIN,"May 10, 2026, 9:00 AM","100,266",5,5,5,4,0,"May 10, 2026, 11:00 AM"
pinnacle-Slc,"3,000,134",LOGIN,"May 10, 2026, 9:00 AM","100,267",5,5,5,4,0,"May 10, 2026, 11:00 AM"
pinnacle-Slc,"3,000,134",LOGIN,"May 10, 2026, 9:00 AM","100,268",5,5,5,4,0,"May 10, 2026, 11:00 AM"
pinnacle-Slc,"3,000,135",LOGOUT,"May 10, 2026, 3:30 PM","100,269",5,5,5,4,0,"May 10, 2026, 5:30 PM"
pinnacle-Slc,"3,000,135",LOGOUT,"May 10, 2026, 3:30 PM","100,270",5,5,5,4,0,"May 10, 2026, 5:30 PM"
pinnacle-Slc,"3,000,136",LOGOUT,"May 10, 2026, 3:30 PM","100,271",5,5,5,4,0,"May 10, 2026, 5:30 PM"
pinnacle-Slc,"3,000,136",LOGOUT,"May 10, 2026, 3:30 PM","100,272",5,5,5,4,0,"May 10, 2026, 5:30 PM"
pinnacle-Slc,"3,000,137",LOGIN,"May 10, 2026, 9:00 AM","100,273",5,5,5,4,0,"May 10, 2026, 11:00 AM"
pinnacle-Slc,"3,000,137",LOGIN,"May 10, 2026, 9:00 AM","100,274",5,5,5,4,0,"May 10, 2026, 11:00 AM"
pinnacle-Slc,"3,000,138",LOGIN,"May 10, 2026, 9:00 AM","100,275",5,5,5,4,0,"May 10, 2026, 11:00 AM"
pinnacle-Slc,"3,000,138",LOGIN,"May 10, 2026, 9:00 AM","100,276",5,5,5,4,0,"May 10, 2026, 11:00 AM"
pinnacle-Slc,"3,000,139",LOGOUT,"May 10, 2026, 3:30 PM","100,277",5,5,5,4,0,"May 10, 2026, 5:30 PM"
pinnacle-Slc,"3,000,139",LOGOUT,"May 10, 2026, 3:30 PM","100,278",5,5,5,4,0,"May 10, 2026, 5:30 PM"
pinnacle-Slc,"3,000,140",LOGOUT,"May 10, 2026, 3:30 PM","100,279",5,5,5,4,0,"May 10, 2026, 5:30 PM"
pinnacle-Slc,"3,000,140",LOGOUT,"May 10, 2026, 3:30 PM","100,280",5,5,5,4,0,"May 10, 2026, 5:30 PM"
pinnacle-Slc,"3,000,141",LOGIN,"May 11, 2026, 9:00 AM","100,281",5,5,5,4,0,"May 11, 2026, 11:00 AM"
pinnacle-Slc,"3,000,141",LOGIN,"May 11, 2026, 9:00 AM","100,282",5,5,5,4,0,"May 11, 2026, 11:00 AM"
pinnacle-Slc,"3,000,142",LOGIN,"May 11, 2026, 9:00 AM","100,283",5,5,5,4,0,"May 11, 2026, 11:00 AM"
pinnacle-Slc,"3,000,142",LOGIN,"May 11, 2026, 9:00 AM","100,284",5,5,5,4,0,"May 11, 2026, 11:00 AM"
pinnacle-Slc,"3,000,143",LOGOUT,"May 11, 2026, 3:30 PM","100,285",5,5,5,4,0,"May 11, 2026, 5:30 PM"
pinnacle-Slc,"3,000,143",LOGOUT,"May 11, 2026, 3:30 PM","100,286",5,5,5,4,0,"May 11, 2026, 5:30 PM"
pinnacle-Slc,"3,000,144",LOGOUT,"May 11, 2026, 3:30 PM","100,287",5,5,5,4,0,"May 11, 2026, 5:30 PM"
pinnacle-Slc,"3,000,144",LOGOUT,"May 11, 2026, 3:30 PM","100,288",5,5,5,4,0,"May 11, 2026, 5:30 PM"
pinnacle-Slc,"3,000,145",LOGIN,"May 11, 2026, 9:00 AM","100,289",5,5,5,4,0,"May 11, 2026, 11:00 AM"
pinnacle-Slc,"3,000,145",LOGIN,"May 11, 2026, 9:00 AM","100,290",5,5,5,4,0,"May 11, 2026, 11:00 AM"
pinnacle-Slc,"3,000,146",LOGIN,"May 11, 2026, 9:00 AM","100,291",5,2,5,4,0,"May 11, 2026, 11:00 AM"
pinnacle-Slc,"3,000,146",LOGIN,"May 11, 2026, 9:00 AM","100,292",5,5,5,4,0,"May 11, 2026, 11:00 AM"
pinnacle-Slc,"3,000,147",LOGOUT,"May 11, 2026, 3:30 PM","100,293",5,5,5,4,0,"May 11, 2026, 5:30 PM"
pinnacle-Slc,"3,000,147",LOGOUT,"May 11, 2026, 3:30 PM","100,294",5,5,5,4,0,"May 11, 2026, 5:30 PM"
pinnacle-Slc,"3,000,148",LOGOUT,"May 11, 2026, 3:30 PM","100,295",5,5,5,4,0,"May 11, 2026, 5:30 PM"
pinnacle-Slc,"3,000,148",LOGOUT,"May 11, 2026, 3:30 PM","100,296",5,5,5,4,0,"May 11, 2026, 5:30 PM"
pinnacle-Slc,"3,000,149",LOGIN,"May 11, 2026, 9:00 AM","100,297",5,5,5,4,0,"May 11, 2026, 11:00 AM"
pinnacle-Slc,"3,000,149",LOGIN,"May 11, 2026, 9:00 AM","100,298",5,5,5,4,0,"May 11, 2026, 11:00 AM"
pinnacle-Slc,"3,000,150",LOGIN,"May 11, 2026, 9:00 AM","100,299",5,5,5,4,0,"May 11, 2026, 11:00 AM"
pinnacle-Slc,"3,000,150",LOGIN,"May 11, 2026, 9:00 AM","100,300",5,5,5,4,0,"May 11, 2026, 11:00 AM"
pinnacle-Slc,"3,000,151",LOGOUT,"May 11, 2026, 3:30 PM","100,301",5,5,5,4,0,"May 11, 2026, 5:30 PM"
pinnacle-Slc,"3,000,151",LOGOUT,"May 11, 2026, 3:30 PM","100,302",5,5,5,4,0,"May 11, 2026, 5:30 PM"
pinnacle-Slc,"3,000,152",LOGOUT,"May 11, 2026, 3:30 PM","100,303",5,5,5,4,0,"May 11, 2026, 5:30 PM"
pinnacle-Slc,"3,000,152",LOGOUT,"May 11, 2026, 3:30 PM","100,304",5,5,5,4,0,"May 11, 2026, 5:30 PM"
pinnacle-Slc,"3,000,153",LOGIN,"May 11, 2026, 9:00 AM","100,305",5,5,5,4,0,"May 11, 2026, 11:00 AM"
pinnacle-Slc,"3,000,153",LOGIN,"May 11, 2026, 9:00 AM","100,306",5,5,5,4,0,"May 11, 2026, 11:00 AM"
pinnacle-Slc,"3,000,154",LOGIN,"May 11, 2026, 9:00 AM","100,307",5,5,5,4,0,"May 11, 2026, 11:00 AM"
pinnacle-Slc,"3,000,154",LOGIN,"May 11, 2026, 9:00 AM","100,308",5,5,5,4,0,"May 11, 2026, 11:00 AM"
pinnacle-Slc,"3,000,155",LOGOUT,"May 11, 2026, 3:30 PM","100,309",5,5,5,4,0,"May 11, 2026, 5:30 PM"
pinnacle-Slc,"3,000,155",LOGOUT,"May 11, 2026, 3:30 PM","100,310",5,5,5,4,0,"May 11, 2026, 5:30 PM"
pinnacle-Slc,"3,000,156",LOGOUT,"May 11, 2026, 3:30 PM","100,311",5,5,5,4,0,"May 11, 2026, 5:30 PM"
pinnacle-Slc,"3,000,156",LOGOUT,"May 11, 2026, 3:30 PM","100,312",5,5,5,4,0,"May 11, 2026, 5:30 PM"
pinnacle-Slc,"3,000,157",LOGIN,"May 11, 2026, 9:00 AM","100,313",5,5,5,4,0,"May 11, 2026, 11:00 AM"
pinnacle-Slc,"3,000,157",LOGIN,"May 11, 2026, 9:00 AM","100,314",5,5,5,4,0,"May 11, 2026, 11:00 AM"
pinnacle-Slc,"3,000,158",LOGIN,"May 11, 2026, 9:00 AM","100,315",5,5,5,4,0,"May 11, 2026, 11:00 AM"
pinnacle-Slc,"3,000,158",LOGIN,"May 11, 2026, 9:00 AM","100,316",5,5,5,4,0,"May 11, 2026, 11:00 AM"
pinnacle-Slc,"3,000,159",LOGOUT,"May 11, 2026, 3:30 PM","100,317",5,5,5,4,0,"May 11, 2026, 5:30 PM"
pinnacle-Slc,"3,000,159",LOGOUT,"May 11, 2026, 3:30 PM","100,318",5,5,5,4,0,"May 11, 2026, 5:30 PM"
pinnacle-Slc,"3,000,160",LOGOUT,"May 11, 2026, 3:30 PM","100,319",5,5,5,4,0,"May 11, 2026, 5:30 PM"
pinnacle-Slc,"3,000,160",LOGOUT,"May 11, 2026, 3:30 PM","100,320",5,5,5,4,0,"May 11, 2026, 5:30 PM"
pinnacle-Slc,"3,000,161",LOGIN,"May 12, 2026, 9:00 AM","100,321",5,5,5,4,0,"May 12, 2026, 11:00 AM"
pinnacle-Slc,"3,000,161",LOGIN,"May 12, 2026, 9:00 AM","100,322",5,5,5,4,0,"May 12, 2026, 11:00 AM"
pinnacle-Slc,"3,000,162",LOGIN,"May 12, 2026, 9:00 AM","100,323",5,5,5,4,0,"May 12, 2026, 11:00 AM"
pinnacle-Slc,"3,000,162",LOGIN,"May 12, 2026, 9:00 AM","100,324",5,5,5,4,0,"May 12, 2026, 11:00 AM"
pinnacle-Slc,"3,000,163",LOGOUT,"May 12, 2026, 3:30 PM","100,325",5,5,5,4,0,"May 12, 2026, 5:30 PM"
pinnacle-Slc,"3,000,163",LOGOUT,"May 12, 2026, 3:30 PM","100,326",5,5,5,4,0,"May 12, 2026, 5:30 PM"
pinnacle-Slc,"3,000,164",LOGOUT,"May 12, 2026, 3:30 PM","100,327",5,5,5,4,0,"May 12, 2026, 5:30 PM"
pinnacle-Slc,"3,000,164",LOGOUT,"May 12, 2026, 3:30 PM","100,328",5,5,5,4,0,"May 12, 2026, 5:30 PM"
pinnacle-Slc,"3,000,165",LOGIN,"May 12, 2026, 9:00 AM","100,329",5,5,5,4,0,"May 12, 2026, 11:00 AM"
pinnacle-Slc,"3,000,165",LOGIN,"May 12, 2026, 9:00 AM","100,330",5,5,5,4,0,"May 12, 2026, 11:00 AM"
pinnacle-Slc,"3,000,166",LOGIN,"May 12, 2026, 9:00 AM","100,331",5,2,5,4,0,"May 12, 2026, 11:00 AM"
pinnacle-Slc,"3,000,166",LOGIN,"May 12, 2026, 9:00 AM","100,332",5,5,5,4,0,"May 12, 2026, 11:00 AM"
pinnacle-Slc,"3,000,167",LOGOUT,"May 12, 2026, 3:30 PM","100,333",5,5,5,4,0,"May 12, 2026, 5:30 PM"
pinnacle-Slc,"3,000,167",LOGOUT,"May 12, 2026, 3:30 PM","100,334",5,5,5,4,0,"May 12, 2026, 5:30 PM"
pinnacle-Slc,"3,000,168",LOGOUT,"May 12, 2026, 3:30 PM","100,335",5,5,5,4,0,"May 12, 2026, 5:30 PM"
pinnacle-Slc,"3,000,168",LOGOUT,"May 12, 2026, 3:30 PM","100,336",5,5,5,4,0,"May 12, 2026, 5:30 PM"
pinnacle-Slc,"3,000,169",LOGIN,"May 12, 2026, 9:00 AM","100,337",5,5,5,4,0,"May 12, 2026, 11:00 AM"
pinnacle-Slc,"3,000,169",LOGIN,"May 12, 2026, 9:00 AM","100,338",5,5,5,4,0,"May 12, 2026, 11:00 AM"
pinnacle-Slc,"3,000,170",LOGIN,"May 12, 2026, 9:00 AM","100,339",5,5,5,4,0,"May 12, 2026, 11:00 AM"
pinnacle-Slc,"3,000,170",LOGIN,"May 12, 2026, 9:00 AM","100,340",5,5,5,4,0,"May 12, 2026, 11:00 AM"
pinnacle-Slc,"3,000,171",LOGOUT,"May 12, 2026, 3:30 PM","100,341",5,5,5,4,0,"May 12, 2026, 5:30 PM"
pinnacle-Slc,"3,000,171",LOGOUT,"May 12, 2026, 3:30 PM","100,342",5,5,5,4,0,"May 12, 2026, 5:30 PM"
pinnacle-Slc,"3,000,172",LOGOUT,"May 12, 2026, 3:30 PM","100,343",5,5,5,4,0,"May 12, 2026, 5:30 PM"
pinnacle-Slc,"3,000,172",LOGOUT,"May 12, 2026, 3:30 PM","100,344",5,5,5,4,0,"May 12, 2026, 5:30 PM"
pinnacle-Slc,"3,000,173",LOGIN,"May 12, 2026, 9:00 AM","100,345",5,5,5,4,0,"May 12, 2026, 11:00 AM"
pinnacle-Slc,"3,000,173",LOGIN,"May 12, 2026, 9:00 AM","100,346",5,5,5,4,0,"May 12, 2026, 11:00 AM"
pinnacle-Slc,"3,000,174",LOGIN,"May 12, 2026, 9:00 AM","100,347",5,5,5,4,0,"May 12, 2026, 11:00 AM"
pinnacle-Slc,"3,000,174",LOGIN,"May 12, 2026, 9:00 AM","100,348",5,5,5,4,0,"May 12, 2026, 11:00 AM"
pinnacle-Slc,"3,000,175",LOGOUT,"May 12, 2026, 3:30 PM","100,349",5,5,5,4,0,"May 12, 2026, 5:30 PM"
pinnacle-Slc,"3,000,175",LOGOUT,"May 12, 2026, 3:30 PM","100,350",5,5,5,4,0,"May 12, 2026, 5:30 PM"
pinnacle-Slc,"3,000,176",LOGOUT,"May 12, 2026, 3:30 PM","100,351",5,5,5,4,0,"May 12, 2026, 5:30 PM"
pinnacle-Slc,"3,000,176",LOGOUT,"May 12, 2026, 3:30 PM","100,352",5,5,5,4,0,"May 12, 2026, 5:30 PM"
pinnacle-Slc,"3,000,177",LOGIN,"May 12, 2026, 9:00 AM","100,353",5,5,5,4,0,"May 12, 2026, 11:00 AM"
pinnacle-Slc,"3,000,177",LOGIN,"May 12, 2026, 9:00 AM","100,354",5,5,5,4,0,"May 12, 2026, 11:00 AM"
pinnacle-Slc,"3,000,178",LOGIN,"May 12, 2026, 9:00 AM","100,355",5,5,5,4,0,"May 12, 2026, 11:00 AM"
pinnacle-Slc,"3,000,178",LOGIN,"May 12, 2026, 9:00 AM","100,356",5,5,5,4,0,"May 12, 2026, 11:00 AM"
pinnacle-Slc,"3,000,179",LOGOUT,"May 12, 2026, 3:30 PM","100,357",5,5,5,4,0,"May 12, 2026, 5:30 PM"
pinnacle-Slc,"3,000,179",LOGOUT,"May 12, 2026, 3:30 PM","100,358",5,5,5,4,0,"May 12, 2026, 5:30 PM"
pinnacle-Slc,"3,000,180",LOGOUT,"May 12, 2026, 3:30 PM","100,359",5,5,5,4,0,"May 12, 2026, 5:30 PM"
pinnacle-Slc,"3,000,180",LOGOUT,"May 12, 2026, 3:30 PM","100,360",5,5,5,4,0,"May 12, 2026, 5:30 PM"
pinnacle-Slc,"3,000,181",LOGIN,"May 13, 2026, 9:00 AM","100,361",5,5,5,4,0,"May 13, 2026, 11:00 AM"
pinnacle-Slc,"3,000,181",LOGIN,"May 13, 2026, 9:00 AM","100,362",5,5,5,4,0,"May 13, 2026, 11:00 AM"
pinnacle-Slc,"3,000,182",LOGIN,"May 13, 2026, 9:00 AM","100,363",5,5,5,4,0,"May 13, 2026, 11:00 AM"
pinnacle-Slc,"3,000,182",LOGIN,"May 13, 2026, 9:00 AM","100,364",5,5,5,4,0,"May 13, 2026, 11:00 AM"
pinnacle-Slc,"3,000,183",LOGOUT,"May 13, 2026, 3:30 PM","100,365",5,5,5,4,0,"May 13, 2026, 5:30 PM"
pinnacle-Slc,"3,000,183",LOGOUT,"May 13, 2026, 3:30 PM","100,366",5,5,5,4,0,"May 13, 2026, 5:30 PM"
pinnacle-Slc,"3,000,184",LOGOUT,"May 13, 2026, 3:30 PM","100,367",5,5,5,4,0,"May 13, 2026, 5:30 PM"
pinnacle-Slc,"3,000,184",LOGOUT,"May 13, 2026, 3:30 PM","100,368",5,5,5,4,0,"May 13, 2026, 5:30 PM"
pinnacle-Slc,"3,000,185",LOGIN,"May 13, 2026, 9:00 AM","100,369",5,5,5,4,0,"May 13, 2026, 11:00 AM"
pinnacle-Slc,"3,000,185",LOGIN,"May 13, 2026, 9:00 AM","100,370",5,5,5,4,0,"May 13, 2026, 11:00 AM"
pinnacle-Slc,"3,000,186",LOGIN,"May 13, 2026, 9:00 AM","100,371",5,2,5,4,0,"May 13, 2026, 11:00 AM"
pinnacle-Slc,"3,000,186",LOGIN,"May 13, 2026, 9:00 AM","100,372",5,5,5,4,0,"May 13, 2026, 11:00 AM"
pinnacle-Slc,"3,000,187",LOGOUT,"May 13, 2026, 3:30 PM","100,373",5,5,5,4,0,"May 13, 2026, 5:30 PM"
pinnacle-Slc,"3,000,187",LOGOUT,"May 13, 2026, 3:30 PM","100,374",5,5,5,4,0,"May 13, 2026, 5:30 PM"
pinnacle-Slc,"3,000,188",LOGOUT,"May 13, 2026, 3:30 PM","100,375",5,5,5,4,0,"May 13, 2026, 5:30 PM"
pinnacle-Slc,"3,000,188",LOGOUT,"May 13, 2026, 3:30 PM","100,376",5,5,5,4,0,"May 13, 2026, 5:30 PM"
pinnacle-Slc,"3,000,189",LOGIN,"May 13, 2026, 9:00 AM","100,377",5,5,5,4,0,"May 13, 2026, 11:00 AM"
pinnacle-Slc,"3,000,189",LOGIN,"May 13, 2026, 9:00 AM","100,378",5,5,5,4,0,"May 13, 2026, 11:00 AM"
pinnacle-Slc,"3,000,190",LOGIN,"May 13, 2026, 9:00 AM","100,379",5,5,5,4,0,"May 13, 2026, 11:00 AM"
pinnacle-Slc,"3,000,190",LOGIN,"May 13, 2026, 9:00 AM","100,380",5,5,5,4,0,"May 13, 2026, 11:00 AM"
pinnacle-Slc,"3,000,191",LOGOUT,"May 13, 2026, 3:30 PM","100,381",5,5,5,4,0,"May 13, 2026, 5:30 PM"
pinnacle-Slc,"3,000,191",LOGOUT,"May 13, 2026, 3:30 PM","100,382",5,5,5,4,0,"May 13, 2026, 5:30 PM"
pinnacle-Slc,"3,000,192",LOGOUT,"May 13, 2026, 3:30 PM","100,383",5,5,5,4,0,"May 13, 2026, 5:30 PM"
