tenant_id,vehicle_id,vendor_id,service_mode,vehicle_type,capacity,fuel_type,compliance_status
TNT_002,VEH_0305,VND_002_01,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_002,VEH_0306,VND_002_02,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_002,VEH_0307,VND_002_03,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_002,VEH_0308,VND_002_04,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_003,VEH_0309,VND_003_01,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_003,VEH_0310,VND_003_02,NODAL,MINIVAN,12,EV,COMPLIANT
TNT_003,VEH_0311,VND_003_03,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_003,VEH_0312,VND_003_04,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_001,VEH_0313,VND_001_01,SHUTTLE,BUS,40,EV,COMPLIANT
TNT_001,VEH_0314,VND_001_02,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_001,VEH_0315,VND_001_03,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_001,VEH_0316,VND_001_04,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_002,VEH_0317,VND_002_01,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_002,VEH_0318,VND_002_02,SHUTTLE,BUS,40,EV,COMPLIANT
TNT_002,VEH_0319,VND_002_03,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_002,VEH_0320,VND_002_04,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_003,VEH_0321,VND_003_01,SHUTTLE,BUS,40,CNG,COMPLIANT
TNT_003,VEH_0322,VND_003_02,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_003,VEH_0323,VND_003_03,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_003,VEH_0324,VND_003_04,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_001,VEH_0325,VND_001_01,CAB,SEDAN,4,CNG,COMPLIANT
TNT_001,VEH_0326,VND_001_02,CAB,SEDAN,4,CNG,COMPLIANT
TNT_001,VEH_0327,VND_001_03,CAB,SEDAN,4,CNG,COMPLIANT
TNT_001,VEH_0328,VND_001_04,CAB,SEDAN,4,DIESEL,COMPLIANT
TNT_002,VEH_0329,VND_002_01,CAB,SEDAN,4,CNG,COMPLIANT
TNT_002,VEH_0330,VND_002_02,CAB,SEDAN,4,EV,COMPLIANT
TNT_002,VEH_0331,VND_002_03,CAB,SEDAN,4,CNG,COMPLIANT
TNT_002,VEH_0332,VND_002_04,CAB,SEDAN,4,EV,COMPLIANT
TNT_003,VEH_0333,VND_003_01,CAB,SEDAN,4,EV,COMPLIANT
TNT_003,VEH_0334,VND_003_02,CAB,SEDAN,4,DIESEL,COMPLIANT
TNT_003,VEH_0335,VND_003_03,CAB,SEDAN,4,DIESEL,COMPLIANT
TNT_003,VEH_0336,VND_003_04,CAB,SEDAN,4,CNG,COMPLIANT
TNT_001,VEH_0337,VND_001_01,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_001,VEH_0338,VND_001_02,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_001,VEH_0339,VND_001_03,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_001,VEH_0340,VND_001_04,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_002,VEH_0341,VND_002_01,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_002,VEH_0342,VND_002_02,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_002,VEH_0343,VND_002_03,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_002,VEH_0344,VND_002_04,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_003,VEH_0345,VND_003_01,NODAL,MINIVAN,12,DIESEL,COMPLIANT
TNT_003,VEH_0346,VND_003_02,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_003,VEH_0347,VND_003_03,NODAL,MINIVAN,12,EV,COMPLIANT
TNT_003,VEH_0348,VND_003_04,NODAL,MINIVAN,12,CNG,COMPLIANT
TNT_001,VEH_0349,VND_001_01,SHUTTLE,BUS,40,DIESEL,COMPLIANT
TNT_001,VEH_0350,VND_001_02,SHUTTLE,BUS,40,DIESEL,COMPLIANT
