tenant_id,trip_id,service_date,city,site_id,shift_id,service_mode,route_id,vendor_id,driver_id,vehicle_id,scheduled_start_at_utc,scheduled_drop_at_utc,actual_start_at_utc,actual_drop_at_utc,trip_status,pickup_delay_minutes,arrival_delay_minutes,delay_reason,planned_distance_km,actual_distance_km,vehicle_capacity,booked_employees,boarded_employees,no_show_count,quoted_cost,actual_cost,currency,sla_tolerance_minutes,on_time_arrival_flag,gps_expected_points,gps_recorded_points,gps_coverage_pct,feedback_response_count,avg_feedback_rating,safety_incident_flag,compliance_status,fuel_type,estimated_co2_kg,data_quality_flags
TNT_001,TRP_0009257,2026-08-16,Bengaluru,SITE_BLR_01,SHIFT_MORNING,CAB,RTE_001_073,VND_001_01,DRV_0445,VEH_0037,2026-08-16T05:34:00.000Z,2026-08-16T06:06:00.000Z,2026-08-16T05:39:00.000Z,2026-08-16T06:16:00.000Z,COMPLETED,5,10,,17.6,18.1,4,1,1,0,532.4,516.43,INR,10,true,20,18,90.7,0,,false,COMPLIANT,DIESEL,3.44,
TNT_002,TRP_0000047,2026-07-17,Hyderabad,SITE_HYD_01,SHIFT_MORNING,CAB,RTE_002_029,VND_002_04,DRV_0092,VEH_0332,2026-07-17T05:27:00.000Z,2026-07-17T05:54:00.000Z,2026-07-17T05:28:00.000Z,2026-07-17T05:56:00.000Z,COMPLETED,1,2,,13.7,14,4,1,1,0,438.8,469.08,INR,10,true,20,19,93.4,0,,false,COMPLIANT,EV,0.49,
TNT_003,TRP_0048282,2026-07-12,Gurugram,SITE_NCR_01,SHIFT_NIGHT,SHUTTLE,RTE_003_072,VND_003_01,DRV_0453,VEH_0141,2026-07-12T21:23:00.000Z,2026-07-12T22:32:00.000Z,2026-07-12T21:23:00.000Z,2026-07-12T22:33:00.000Z,COMPLETED,0,1,,33.3,33.7,40,5,5,0,1508.6,1508.6,INR,10,true,20,19,95.8,0,,false,COMPLIANT,DIESEL,6.4,
TNT_001,TRP_0003508,2026-08-27,Bengaluru,SITE_BLR_02,SHIFT_EVENING,NODAL,RTE_001_031,VND_001_01,DRV_0181,VEH_0265,2026-08-27T13:27:00.000Z,2026-08-27T13:49:00.000Z,2026-08-27T13:23:00.000Z,2026-08-27T13:44:00.000Z,COMPLETED,-4,-5,,9.7,10.7,12,2,1,1,410.7,414.4,INR,10,true,20,18,91.4,0,,false,COMPLIANT,EV,0.37,
TNT_001,TRP_0046835,2026-07-05,Bengaluru,SITE_BLR_01,SHIFT_DAY,CAB,RTE_001_001,VND_001_02,DRV_0242,VEH_0110,2026-07-05T08:44:00.000Z,2026-07-05T09:50:00.000Z,2026-07-05T08:46:00.000Z,2026-07-05T09:54:00.000Z,COMPLETED,2,4,,26.4,27.8,4,1,1,0,743.6,723.52,INR,10,true,20,18,91,0,,false,COMPLIANT,CNG,3.34,
TNT_001,TRP_0004254,2026-06-24,Bengaluru,SITE_BLR_01,SHIFT_DAY,CAB,RTE_001_055,VND_001_04,DRV_0256,VEH_0256,2026-06-24T08:33:00.000Z,2026-06-24T09:17:00.000Z,2026-06-24T08:36:00.000Z,2026-06-24T09:21:00.000Z,COMPLETED,3,4,,17.5,19.1,4,1,1,0,530,546.96,INR,10,true,20,19,97.4,0,,false,COMPLIANT,CNG,2.29,
TNT_001,TRP_0019729,2026-06-19,Bengaluru,SITE_BLR_01,SHIFT_NIGHT,CAB,RTE_001_019,VND_001_04,DRV_0316,VEH_0004,2026-06-19T21:27:00.000Z,2026-06-19T21:52:00.000Z,2026-06-19T21:27:00.000Z,2026-06-19T21:51:00.000Z,COMPLETED,0,-1,,13.6,14.9,4,1,1,0,436.4,448.62,INR,10,true,20,20,99.6,0,,false,COMPLIANT,DIESEL,2.83,
TNT_002,TRP_0019457,2026-06-17,Hyderabad,SITE_HYD_01,SHIFT_MORNING,NODAL,RTE_002_059,VND_002_02,DRV_0138,VEH_0198,2026-06-17T05:05:00.000Z,2026-06-17T05:42:00.000Z,2026-06-17T05:03:00.000Z,2026-06-17T05:38:00.000Z,COMPLETED,-2,-4,,17.9,18.2,12,2,2,0,664.9,690.83,INR,10,true,20,20,99.9,0,,false,COMPLIANT,CNG,2.18,
TNT_001,TRP_0036428,2026-08-07,Bengaluru,SITE_BLR_01,SHIFT_NIGHT,CAB,RTE_001_019,VND_001_02,DRV_0038,VEH_0218,2026-08-07T21:23:00.000Z,2026-08-07T21:55:00.000Z,2026-08-07T21:40:00.000Z,2026-08-07T22:25:00.000Z,COMPLETED,17,30,TRAFFIC,13.1,13.5,4,1,1,0,424.4,438.41,INR,10,false,20,19,92.9,0,,false,COMPLIANT,DIESEL,2.56,INCOMPLETE_ROSTER
TNT_003,TRP_0002933,2026-07-23,Noida,SITE_NCR_02,SHIFT_DAY,NODAL,RTE_003_024,VND_003_04,DRV_0096,VEH_0168,2026-07-23T08:17:00.000Z,2026-07-23T09:28:00.000Z,2026-07-23T08:19:00.000Z,2026-07-23T09:32:00.000Z,COMPLETED,2,4,,30,34.1,12,3,3,0,1040,1032.72,INR,10,true,20,19,93,0,,false,COMPLIANT,CNG,4.09,
TNT_001,TRP_0042059,2026-06-29,Bengaluru,SITE_BLR_01,SHIFT_MORNING,CAB,RTE_001_064,VND_001_04,DRV_0040,VEH_0112,2026-06-29T05:20:00.000Z,2026-06-29T06:43:00.000Z,2026-06-29T05:35:00.000Z,2026-06-29T07:09:00.000Z,COMPLETED,15,26,WEATHER,32.5,30.7,4,1,1,0,890,883.77,INR,10,false,20,17,83.4,0,,false,COMPLIANT,CNG,3.68,
TNT_001,TRP_0039966,2026-06-06,Bengaluru,SITE_BLR_02,SHIFT_DAY,NODAL,RTE_001_031,VND_001_01,DRV_0337,VEH_0013,2026-06-06T08:36:00.000Z,2026-06-06T08:56:00.000Z,2026-06-06T08:39:00.000Z,2026-06-06T09:02:00.000Z,COMPLETED,3,6,,9.1,10.2,12,2,2,0,392.1,404.65,INR,10,true,20,19,95.6,0,,false,COMPLIANT,CNG,1.22,
TNT_002,TRP_0014872,2026-06-22,Hyderabad,SITE_HYD_01,SHIFT_DAY,CAB,RTE_002_002,VND_002_03,DRV_0259,VEH_0223,2026-06-22T08:09:00.000Z,2026-06-22T08:29:00.000Z,2026-06-22T08:07:00.000Z,2026-06-22T08:26:00.000Z,COMPLETED,-2,-3,,9.4,9.2,4,1,1,0,335.6,349.36,INR,10,true,20,19,96.5,0,,false,COMPLIANT,DIESEL,1.75,
TNT_002,TRP_0038164,2026-06-04,Hyderabad,SITE_HYD_01,SHIFT_NIGHT,CAB,RTE_002_047,VND_002_01,DRV_0425,VEH_0293,2026-06-04T21:06:00.000Z,2026-06-04T21:40:00.000Z,2026-06-04T21:04:00.000Z,2026-06-04T21:34:00.000Z,COMPLETED,-2,-6,,16.1,17.2,4,1,1,0,496.4,509.8,INR,10,true,20,18,92,0,,false,COMPLIANT,EV,0.6,
TNT_001,TRP_0021065,2026-06-05,Bengaluru,SITE_BLR_02,SHIFT_DAY,NODAL,RTE_001_067,VND_001_03,DRV_0303,VEH_0267,2026-06-05T08:45:00.000Z,2026-06-05T09:44:00.000Z,2026-06-05T08:46:00.000Z,2026-06-05T09:45:00.000Z,COMPLETED,1,1,,24.2,23,12,2,2,0,860.2,880.84,INR,10,true,20,18,91.9,0,,false,COMPLIANT,CNG,2.76,
TNT_002,TRP_0003312,2026-08-11,Hyderabad,SITE_HYD_01,SHIFT_DAY,CAB,RTE_002_002,VND_002_03,DRV_0103,VEH_0295,2026-08-11T08:13:00.000Z,2026-08-11T08:36:00.000Z,2026-08-11T08:13:00.000Z,2026-08-11T08:36:00.000Z,COMPLETED,0,0,,12.7,12.8,4,1,1,0,414.8,443.84,INR,10,true,20,20,97.5,1,5,false,COMPLIANT,DIESEL,2.43,
TNT_001,TRP_0017411,2026-07-11,Bengaluru,SITE_BLR_02,SHIFT_MORNING,CAB,RTE_001_037,VND_001_04,DRV_0136,VEH_0256,2026-07-11T05:21:00.000Z,2026-07-11T06:23:00.000Z,2026-07-11T05:23:00.000Z,2026-07-11T06:26:00.000Z,COMPLETED,2,3,,24.8,25.1,4,1,1,0,705.2,715.78,INR,10,true,20,19,92.5,0,,false,COMPLIANT,CNG,3.01,
TNT_001,TRP_0039266,2026-06-26,Bengaluru,SITE_BLR_01,SHIFT_NIGHT,CAB,RTE_001_055,VND_001_01,DRV_0121,VEH_0145,2026-06-26T21:31:00.000Z,2026-06-26T22:03:00.000Z,2026-06-26T21:34:00.000Z,2026-06-26T22:08:00.000Z,COMPLETED,3,5,,13.6,12.6,4,1,0,1,436.4,436.4,INR,10,true,20,19,93.5,0,,false,COMPLIANT,CNG,1.51,
TNT_001,TRP_0003641,2026-07-11,Bengaluru,SITE_BLR_01,SHIFT_EVENING,CAB,RTE_001_028,VND_001_04,DRV_0208,VEH_0040,2026-07-11T13:13:00.000Z,2026-07-11T14:04:00.000Z,2026-07-11T13:09:00.000Z,2026-07-11T13:58:00.000Z,COMPLETED,-4,-6,,20.4,19.8,4,1,1,0,599.6,591.81,INR,10,true,20,20,98.7,0,,false,COMPLIANT,CNG,2.38,
TNT_001,TRP_0018491,2026-07-11,Bengaluru,SITE_BLR_01,SHIFT_NIGHT,CAB,RTE_001_001,VND_001_02,DRV_0494,VEH_0326,2026-07-11T21:08:00.000Z,2026-07-11T21:43:00.000Z,2026-07-11T21:05:00.000Z,2026-07-11T21:38:00.000Z,COMPLETED,-3,-5,,19.6,18.9,4,1,1,0,580.4,596.65,INR,10,true,20,19,93.7,0,,false,COMPLIANT,CNG,2.27,INCOMPLETE_ROSTER
TNT_002,TRP_0003718,2026-06-28,Hyderabad,SITE_HYD_01,SHIFT_EVENING,NODAL,RTE_002_005,VND_002_04,DRV_0476,VEH_0308,2026-06-28T13:44:00.000Z,2026-06-28T14:12:00.000Z,2026-06-28T13:41:00.000Z,2026-06-28T14:07:00.000Z,COMPLETED,-3,-5,,14.5,13.4,12,2,2,0,559.5,579.08,INR,10,true,20,18,91.6,1,4,false,COMPLIANT,CNG,1.61,
TNT_001,TRP_0012877,2026-06-07,Bengaluru,SITE_BLR_01,SHIFT_DAY,NODAL,RTE_001_058,VND_001_01,DRV_0193,VEH_0121,2026-06-07T08:45:00.000Z,2026-06-07T09:29:00.000Z,2026-06-07T08:47:00.000Z,2026-06-07T09:33:00.000Z,COMPLETED,2,4,,21.2,21.2,12,2,2,0,767.2,790.22,INR,10,true,20,12,57.8,0,,false,COMPLIANT,CNG,2.54,GPS_GAP
TNT_001,TRP_0033348,2026-07-18,Bengaluru,SITE_BLR_01,SHIFT_EVENING,CAB,RTE_001_046,VND_001_01,DRV_0013,VEH_0217,2026-07-18T13:10:00.000Z,2026-07-18T13:59:00.000Z,2026-07-18T13:15:00.000Z,2026-07-18T14:08:00.000Z,COMPLETED,5,9,,23.9,24.9,4,1,1,0,683.6,715.73,INR,10,true,20,19,93.2,0,,false,COMPLIANT,DIESEL,4.73,
TNT_001,TRP_0024478,2026-08-27,Bengaluru,SITE_BLR_02,SHIFT_MORNING,SHUTTLE,RTE_001_043,VND_001_03,DRV_0315,VEH_0243,2026-08-27T05:13:00.000Z,2026-08-27T06:09:00.000Z,2026-08-27T05:12:00.000Z,2026-08-27T06:05:00.000Z,COMPLETED,-1,-4,,23.4,26.5,40,4,4,0,1092.8,1093.89,INR,10,true,20,19,94.6,0,,false,COMPLIANT,CNG,3.18,
TNT_001,TRP_0023725,2026-07-25,Bengaluru,SITE_BLR_01,SHIFT_NIGHT,CAB,RTE_001_019,VND_001_03,DRV_0471,VEH_0111,2026-07-25T21:02:00.000Z,2026-07-25T21:33:00.000Z,2026-07-25T21:01:00.000Z,2026-07-25T21:31:00.000Z,COMPLETED,-1,-2,,12.2,12.3,4,1,1,0,402.8,402.4,INR,10,true,20,20,99.8,0,,false,REVIEW_REQUIRED,EV,0.43,COMPLIANCE_REVIEW
TNT_002,TRP_0029991,2026-06-21,Hyderabad,SITE_HYD_02,SHIFT_EVENING,CAB,RTE_002_074,VND_002_02,DRV_0186,VEH_0294,2026-06-21T13:44:00.000Z,2026-06-21T14:09:00.000Z,2026-06-21T13:51:00.000Z,2026-06-21T14:21:00.000Z,COMPLETED,7,12,VEHICLE_ISSUE,10.6,10.9,4,1,1,0,364.4,377.88,INR,10,false,20,19,93.7,0,,false,COMPLIANT,CNG,1.31,
TNT_003,TRP_0042671,2026-06-11,Gurugram,SITE_NCR_01,SHIFT_MORNING,CAB,RTE_003_030,VND_003_02,DRV_0034,VEH_0010,2026-06-11T05:14:00.000Z,2026-06-11T05:45:00.000Z,2026-06-11T05:21:00.000Z,2026-06-11T05:55:00.000Z,COMPLETED,7,10,,13.9,15,4,1,1,0,443.6,446.71,INR,10,true,20,19,97,0,,false,COMPLIANT,CNG,1.8,
TNT_003,TRP_0018019,2026-06-19,Gurugram,SITE_NCR_01,SHIFT_MORNING,CAB,RTE_003_075,VND_003_02,DRV_0310,VEH_0154,2026-06-19T05:35:00.000Z,2026-06-19T06:31:00.000Z,2026-06-19T05:33:00.000Z,2026-06-19T06:28:00.000Z,COMPLETED,-2,-3,,28.1,27.4,4,1,1,0,784.4,761.65,INR,10,true,20,19,93.9,0,,false,COMPLIANT,CNG,3.29,
TNT_001,TRP_0008983,2026-08-12,Bengaluru,SITE_BLR_02,SHIFT_NIGHT,CAB,RTE_001_037,VND_001_03,DRV_0291,VEH_0039,2026-08-12T21:07:00.000Z,2026-08-12T21:55:00.000Z,2026-08-12T21:05:00.000Z,2026-08-12T21:49:00.000Z,COMPLETED,-2,-6,,23.1,23.8,4,1,1,0,664.4,710.91,INR,10,true,20,20,97.8,0,,false,COMPLIANT,DIESEL,4.52,
TNT_001,TRP_0029999,2026-06-29,Bengaluru,SITE_BLR_01,SHIFT_DAY,CAB,RTE_001_064,VND_001_01,DRV_0013,VEH_0037,2026-06-29T08:36:00.000Z,2026-06-29T09:36:00.000Z,2026-06-29T08:50:00.000Z,2026-06-29T10:02:00.000Z,COMPLETED,14,26,WEATHER,25.8,24.2,4,1,1,0,729.2,721.91,INR,10,false,20,19,94.9,0,,false,COMPLIANT,DIESEL,4.6,
TNT_001,TRP_0034852,2026-06-22,Bengaluru,SITE_BLR_01,SHIFT_DAY,CAB,RTE_001_073,VND_001_02,DRV_0038,VEH_0074,2026-06-22T08:05:00.000Z,2026-06-22T08:48:00.000Z,2026-06-22T08:06:00.000Z,2026-06-22T08:51:00.000Z,COMPLETED,1,3,,21.7,20.6,4,1,0,1,630.8,679.37,INR,10,true,20,19,93.1,0,,false,COMPLIANT,CNG,2.47,
TNT_001,TRP_0004734,2026-07-24,Bengaluru,SITE_BLR_01,SHIFT_MORNING,CAB,RTE_001_064,VND_001_01,DRV_0001,VEH_0145,2026-07-24T05:30:00.000Z,2026-07-24T06:21:00.000Z,2026-07-24T05:34:00.000Z,2026-07-24T06:29:00.000Z,COMPLETED,4,8,,24.1,27.2,4,1,1,0,688.4,722.13,INR,10,true,20,18,91.7,0,,false,COMPLIANT,CNG,3.26,
TNT_003,TRP_0011793,2026-06-03,Gurugram,SITE_NCR_01,SHIFT_EVENING,CAB,RTE_003_030,VND_003_01,DRV_0045,VEH_0081,2026-06-03T13:40:00.000Z,2026-06-03T14:23:00.000Z,2026-06-03T13:44:00.000Z,2026-06-03T14:32:00.000Z,COMPLETED,4,9,,18.6,20.2,4,1,1,0,556.4,553.06,INR,10,true,20,18,91.1,0,,false,COMPLIANT,EV,0.71,
TNT_002,TRP_0007075,2026-07-25,Hyderabad,SITE_HYD_01,SHIFT_EVENING,CAB,RTE_002_029,VND_002_04,DRV_0032,VEH_0116,2026-07-25T13:35:00.000Z,2026-07-25T14:04:00.000Z,2026-07-25T13:35:00.000Z,2026-07-25T14:04:00.000Z,COMPLETED,0,0,,13.1,13.1,4,1,1,0,424.4,422.7,INR,10,true,20,20,98.8,0,,false,COMPLIANT,CNG,1.57,
TNT_001,TRP_0048876,2026-06-06,Bengaluru,SITE_BLR_01,SHIFT_MORNING,SHUTTLE,RTE_001_025,VND_001_02,DRV_0050,VEH_0242,2026-06-06T05:05:00.000Z,2026-06-06T06:04:00.000Z,2026-06-06T05:04:00.000Z,2026-06-06T06:03:00.000Z,COMPLETED,-1,-1,,25.1,27.7,40,4,4,0,1164.2,1204.95,INR,10,true,20,19,97.4,0,,false,COMPLIANT,CNG,3.32,
TNT_002,TRP_0007794,2026-07-24,Hyderabad,SITE_HYD_02,SHIFT_MORNING,NODAL,RTE_002_077,VND_002_04,DRV_0464,VEH_0200,2026-07-24T05:18:00.000Z,2026-07-24T05:55:00.000Z,2026-07-24T05:19:00.000Z,2026-07-24T05:58:00.000Z,COMPLETED,1,3,,17.1,18.7,12,3,3,0,640.1,679.15,INR,10,true,20,18,91.4,0,,false,COMPLIANT,CNG,2.24,
TNT_002,TRP_0034098,2026-08-17,Hyderabad,SITE_HYD_02,SHIFT_NIGHT,CAB,RTE_002_065,VND_002_01,DRV_0029,VEH_0077,2026-08-17T21:14:00.000Z,2026-08-17T22:07:00.000Z,2026-08-17T21:18:00.000Z,2026-08-17T22:14:00.000Z,COMPLETED,4,7,,21.9,21,4,1,1,0,635.6,632.42,INR,10,true,20,19,94.9,0,,false,COMPLIANT,CNG,2.52,
TNT_003,TRP_0031250,2026-06-20,Gurugram,SITE_NCR_01,SHIFT_MORNING,NODAL,RTE_003_078,VND_003_03,DRV_0083,VEH_0131,2026-06-20T05:35:00.000Z,2026-06-20T06:09:00.000Z,2026-06-20T05:38:00.000Z,2026-06-20T06:15:00.000Z,COMPLETED,3,6,,16.7,17.6,12,3,3,0,627.7,643.39,INR,10,true,20,18,91,0,,false,COMPLIANT,EV,0.62,
TNT_001,TRP_0044417,2026-07-17,Bengaluru,SITE_BLR_01,SHIFT_DAY,CAB,RTE_001_001,VND_001_03,DRV_0303,VEH_0255,2026-07-17T08:24:00.000Z,2026-07-17T09:21:00.000Z,2026-07-17T08:24:00.000Z,2026-07-17T09:21:00.000Z,COMPLETED,0,0,,22.8,23.3,4,1,1,0,657.2,636.83,INR,10,true,20,19,95,0,,false,COMPLIANT,CNG,2.8,
TNT_001,TRP_0022614,2026-06-24,Bengaluru,SITE_BLR_01,SHIFT_EVENING,SHUTTLE,RTE_001_025,VND_001_04,DRV_0244,VEH_0100,2026-06-24T13:24:00.000Z,2026-06-24T14:06:00.000Z,2026-06-24T13:28:00.000Z,2026-06-24T14:12:00.000Z,COMPLETED,4,6,,20.4,22.7,40,5,5,0,966.8,964.87,INR,10,true,20,19,93.8,0,,false,COMPLIANT,EV,0.79,
TNT_003,TRP_0049761,2026-08-20,Gurugram,SITE_NCR_01,SHIFT_NIGHT,NODAL,RTE_003_078,VND_003_03,DRV_0371,VEH_0059,2026-08-20T21:11:00.000Z,2026-08-20T21:55:00.000Z,2026-08-20T21:11:00.000Z,2026-08-20T21:55:00.000Z,COMPLETED,0,0,,20,19.6,12,3,3,0,730,723.43,INR,10,true,20,19,96.9,0,,false,COMPLIANT,EV,0.69,
TNT_003,TRP_0032690,2026-06-20,Gurugram,SITE_NCR_01,SHIFT_EVENING,SHUTTLE,RTE_003_036,VND_003_04,DRV_0480,VEH_0288,2026-06-20T13:39:00.000Z,2026-06-20T14:55:00.000Z,2026-06-20T13:42:00.000Z,2026-06-20T15:01:00.000Z,COMPLETED,3,6,,38,35.6,40,5,5,0,1706,1818.6,INR,10,true,20,19,93.2,0,,false,COMPLIANT,CNG,4.27,
TNT_001,TRP_0006876,2026-07-06,Bengaluru,SITE_BLR_01,SHIFT_DAY,CAB,RTE_001_046,VND_001_04,DRV_0052,VEH_0292,2026-07-06T08:45:00.000Z,2026-07-06T09:42:00.000Z,2026-07-06T08:44:00.000Z,2026-07-06T09:40:00.000Z,COMPLETED,-1,-2,,25.5,24.3,4,1,1,0,722,768.21,INR,10,true,20,19,97.2,1,4,false,COMPLIANT,CNG,2.92,
TNT_003,TRP_0020787,2026-08-26,Gurugram,SITE_NCR_01,SHIFT_MORNING,CAB,RTE_003_012,VND_003_02,DRV_0022,VEH_0118,2026-08-26T05:34:00.000Z,2026-08-26T06:20:00.000Z,2026-08-26T05:31:00.000Z,2026-08-26T06:15:00.000Z,COMPLETED,-3,-5,,21.9,23,4,1,1,0,635.6,681.36,INR,10,true,20,19,95.3,1,4,false,COMPLIANT,CNG,2.76,
TNT_001,TRP_0030982,2026-06-22,Bengaluru,SITE_BLR_01,SHIFT_DAY,CAB,RTE_001_028,VND_001_01,DRV_0301,VEH_0325,2026-06-22T08:15:00.000Z,2026-06-22T08:58:00.000Z,2026-06-22T08:14:00.000Z,2026-06-22T08:55:00.000Z,COMPLETED,-1,-3,,17.8,19.1,4,1,1,0,537.2,545.8,INR,10,true,20,19,93.8,0,,false,COMPLIANT,CNG,2.29,
TNT_001,TRP_0013743,2026-08-02,Bengaluru,SITE_BLR_01,SHIFT_NIGHT,NODAL,RTE_001_022,VND_001_04,DRV_0496,VEH_0160,2026-08-02T21:40:00.000Z,2026-08-02T22:02:00.000Z,2026-08-02T21:38:00.000Z,2026-08-02T21:58:00.000Z,COMPLETED,-2,-4,,11,11.5,12,2,2,0,451,463.18,INR,10,true,20,19,94.3,0,,false,COMPLIANT,EV,0.4,
TNT_001,TRP_0002897,2026-06-17,Bengaluru,SITE_BLR_01,SHIFT_EVENING,CAB,RTE_001_073,VND_001_02,DRV_0038,VEH_0326,2026-06-17T13:30:00.000Z,2026-06-17T14:09:00.000Z,2026-06-17T13:34:00.000Z,2026-06-17T14:18:00.000Z,COMPLETED,4,9,,16.4,15.6,4,1,1,0,503.6,489,INR,10,true,20,19,96.4,0,,false,COMPLIANT,CNG,1.87,
TNT_001,TRP_0031938,2026-08-17,Bengaluru,SITE_BLR_01,SHIFT_DAY,CAB,RTE_001_028,VND_001_02,DRV_0302,VEH_0146,2026-08-17T08:01:00.000Z,2026-08-17T08:41:00.000Z,2026-08-17T08:02:00.000Z,2026-08-17T08:43:00.000Z,COMPLETED,1,2,,18,19.7,4,1,1,0,542,551.76,INR,10,true,20,20,99.9,0,,false,COMPLIANT,CNG,2.36,
TNT_001,TRP_0034871,2026-07-11,Bengaluru,SITE_BLR_01,SHIFT_EVENING,CAB,RTE_001_001,VND_001_03,DRV_0123,VEH_0183,2026-07-11T13:44:00.000Z,2026-07-11T14:42:00.000Z,2026-07-11T13:46:00.000Z,2026-07-11T14:46:00.000Z,COMPLETED,2,4,,24.7,23.5,4,1,1,0,702.8,751.29,INR,10,true,20,20,98.6,0,,false,COMPLIANT,EV,0.82,
TNT_001,TRP_0042288,2026-08-17,Bengaluru,SITE_BLR_01,SHIFT_DAY,CAB,RTE_001_055,VND_001_02,DRV_0470,VEH_0038,2026-08-17T08:07:00.000Z,2026-08-17T08:37:00.000Z,2026-08-17T08:10:00.000Z,2026-08-17T08:41:00.000Z,COMPLETED,3,4,,13.5,13.4,4,1,1,0,434,435.3,INR,10,true,20,20,99.1,1,3,false,COMPLIANT,DIESEL,2.55,
TNT_001,TRP_0036717,2026-08-26,Bengaluru,SITE_BLR_01,SHIFT_DAY,CAB,RTE_001_028,VND_001_01,DRV_0253,VEH_0181,2026-08-26T08:10:00.000Z,2026-08-26T08:48:00.000Z,2026-08-26T08:17:00.000Z,2026-08-26T08:58:00.000Z,COMPLETED,7,10,,18.1,19.1,4,1,1,0,544.4,558.01,INR,10,true,20,13,63.3,0,,false,COMPLIANT,DIESEL,3.63,GPS_GAP
TNT_001,TRP_0021016,2026-07-16,Bengaluru,SITE_BLR_01,SHIFT_DAY,CAB,RTE_001_019,VND_001_04,DRV_0100,VEH_0292,2026-07-16T08:41:00.000Z,2026-07-16T09:08:00.000Z,2026-07-16T08:45:00.000Z,2026-07-16T09:14:00.000Z,COMPLETED,4,6,,14.2,13.3,4,1,0,1,450.8,469.73,INR,10,true,20,19,95.9,1,4,false,COMPLIANT,CNG,1.6,
TNT_002,TRP_0022285,2026-07-25,Hyderabad,SITE_HYD_02,SHIFT_DAY,CAB,RTE_002_020,VND_002_03,DRV_0343,VEH_0007,2026-07-25T08:22:00.000Z,2026-07-25T08:52:00.000Z,2026-07-25T08:28:00.000Z,2026-07-25T09:01:00.000Z,COMPLETED,6,9,,11.8,12.8,4,1,1,0,393.2,394.77,INR,10,true,20,19,94.2,1,2,false,COMPLIANT,CNG,1.54,
TNT_002,TRP_0013010,2026-07-20,Hyderabad,SITE_HYD_01,SHIFT_DAY,CAB,RTE_002_029,VND_002_01,DRV_0305,VEH_0329,2026-07-20T08:17:00.000Z,2026-07-20T08:43:00.000Z,2026-07-20T08:17:00.000Z,2026-07-20T08:43:00.000Z,COMPLETED,0,0,,13.2,14.4,4,1,1,0,426.8,428.51,INR,10,true,20,19,94.1,0,,false,COMPLIANT,CNG,1.73,
TNT_002,TRP_0011844,2026-07-24,Hyderabad,SITE_HYD_02,SHIFT_DAY,NODAL,RTE_002_077,VND_002_01,DRV_0197,VEH_0305,2026-07-24T08:28:00.000Z,2026-07-24T08:58:00.000Z,2026-07-24T08:26:00.000Z,2026-07-24T08:55:00.000Z,COMPLETED,-2,-3,,14.2,16.2,12,2,2,0,550.2,537.55,INR,10,true,20,19,94,1,3,false,COMPLIANT,CNG,1.94,
TNT_001,TRP_0017943,2026-07-03,Bengaluru,SITE_BLR_02,SHIFT_DAY,NODAL,RTE_001_031,VND_001_01,DRV_0133,VEH_0301,2026-07-03T08:13:00.000Z,2026-07-03T08:33:00.000Z,2026-07-03T08:12:00.000Z,2026-07-03T08:32:00.000Z,COMPLETED,-1,-1,,8.5,8.8,12,3,2,1,373.5,392.55,INR,10,true,20,19,94,0,,false,COMPLIANT,DIESEL,1.67,
TNT_001,TRP_0004578,2026-08-17,Bengaluru,SITE_BLR_01,SHIFT_DAY,CAB,RTE_001_019,VND_001_03,DRV_0411,VEH_0255,2026-08-17T08:04:00.000Z,2026-08-17T08:32:00.000Z,2026-08-17T08:04:00.000Z,2026-08-17T08:32:00.000Z,COMPLETED,0,0,,13.1,14.5,4,1,1,0,424.4,457.08,INR,10,true,20,19,94.8,0,,false,COMPLIANT,CNG,1.74,
TNT_001,TRP_0003884,2026-06-14,Bengaluru,SITE_BLR_01,SHIFT_DAY,SHUTTLE,RTE_001_070,VND_001_01,DRV_0169,VEH_0205,2026-06-14T08:26:00.000Z,2026-06-14T09:23:00.000Z,2026-06-14T08:30:00.000Z,2026-06-14T09:33:00.000Z,COMPLETED,4,10,,27.3,26.7,40,4,4,0,1256.6,1300.58,INR,10,true,20,18,90.2,1,2,false,COMPLIANT,CNG,3.2,
TNT_002,TRP_0012110,2026-07-20,Hyderabad,SITE_HYD_01,SHIFT_NIGHT,SHUTTLE,RTE_002_008,VND_002_01,DRV_0461,VEH_0029,2026-07-20T21:42:00.000Z,2026-07-20T23:23:00.000Z,2026-07-20T21:47:00.000Z,2026-07-20T23:30:00.000Z,COMPLETED,5,7,,48.7,52.7,40,6,6,0,2155.4,2159.71,INR,10,true,20,20,99.2,0,,false,COMPLIANT,DIESEL,10.01,
TNT_001,TRP_0006295,2026-08-24,Bengaluru,SITE_BLR_01,SHIFT_EVENING,CAB,RTE_001_055,VND_001_01,DRV_0265,VEH_0289,2026-08-24T13:17:00.000Z,2026-08-24T13:59:00.000Z,2026-08-24T13:31:00.000Z,2026-08-24T14:27:00.000Z,COMPLETED,14,28,DRIVER_LATE,17.6,19.2,4,1,1,0,532.4,531.87,INR,10,false,20,19,92.7,0,,false,COMPLIANT,CNG,2.3,
