tenant_id,driver_id,vendor_id,driver_token,training_status,background_check_status
TNT_003,DRV_0348,VND_003_04,driver_token_0348,EXPIRED,CLEAR
TNT_001,DRV_0349,VND_001_01,driver_token_0349,CURRENT,CLEAR
TNT_001,DRV_0350,VND_001_02,driver_token_0350,CURRENT,CLEAR
TNT_001,DRV_0351,VND_001_03,driver_token_0351,CURRENT,CLEAR
TNT_001,DRV_0352,VND_001_04,driver_token_0352,CURRENT,CLEAR
TNT_002,DRV_0353,VND_002_01,driver_token_0353,CURRENT,CLEAR
TNT_002,DRV_0354,VND_002_02,driver_token_0354,CURRENT,CLEAR
TNT_002,DRV_0355,VND_002_03,driver_token_0355,CURRENT,CLEAR
TNT_002,DRV_0356,VND_002_04,driver_token_0356,CURRENT,CLEAR
TNT_003,DRV_0357,VND_003_01,driver_token_0357,CURRENT,CLEAR
TNT_003,DRV_0358,VND_003_02,driver_token_0358,CURRENT,CLEAR
TNT_003,DRV_0359,VND_003_03,driver_token_0359,CURRENT,CLEAR
TNT_003,DRV_0360,VND_003_04,driver_token_0360,CURRENT,CLEAR
TNT_001,DRV_0361,VND_001_01,driver_token_0361,CURRENT,CLEAR
TNT_001,DRV_0362,VND_001_02,driver_token_0362,CURRENT,CLEAR
TNT_001,DRV_0363,VND_001_03,driver_token_0363,CURRENT,CLEAR
TNT_001,DRV_0364,VND_001_04,driver_token_0364,CURRENT,CLEAR
TNT_002,DRV_0365,VND_002_01,driver_token_0365,CURRENT,CLEAR
TNT_002,DRV_0366,VND_002_02,driver_token_0366,CURRENT,CLEAR
TNT_002,DRV_0367,VND_002_03,driver_token_0367,CURRENT,CLEAR
TNT_002,DRV_0368,VND_002_04,driver_token_0368,CURRENT,CLEAR
TNT_003,DRV_0369,VND_003_01,driver_token_0369,CURRENT,CLEAR
TNT_003,DRV_0370,VND_003_02,driver_token_0370,CURRENT,CLEAR
TNT_003,DRV_0371,VND_003_03,driver_token_0371,CURRENT,CLEAR
TNT_003,DRV_0372,VND_003_04,driver_token_0372,CURRENT,CLEAR
TNT_001,DRV_0373,VND_001_01,driver_token_0373,CURRENT,CLEAR
TNT_001,DRV_0374,VND_001_02,driver_token_0374,CURRENT,CLEAR
TNT_001,DRV_0375,VND_001_03,driver_token_0375,CURRENT,CLEAR
TNT_001,DRV_0376,VND_001_04,driver_token_0376,CURRENT,CLEAR
TNT_002,DRV_0377,VND_002_01,driver_token_0377,CURRENT,CLEAR
TNT_002,DRV_0378,VND_002_02,driver_token_0378,CURRENT,CLEAR
TNT_002,DRV_0379,VND_002_03,driver_token_0379,CURRENT,CLEAR
TNT_002,DRV_0380,VND_002_04,driver_token_0380,CURRENT,CLEAR
TNT_003,DRV_0381,VND_003_01,driver_token_0381,EXPIRED,CLEAR
TNT_003,DRV_0382,VND_003_02,driver_token_0382,CURRENT,CLEAR
TNT_003,DRV_0383,VND_003_03,driver_token_0383,CURRENT,CLEAR
TNT_003,DRV_0384,VND_003_04,driver_token_0384,CURRENT,REVIEW_REQUIRED
TNT_001,DRV_0385,VND_001_01,driver_token_0385,CURRENT,CLEAR
TNT_001,DRV_0386,VND_001_02,driver_token_0386,CURRENT,CLEAR
TNT_001,DRV_0387,VND_001_03,driver_token_0387,CURRENT,CLEAR
TNT_001,DRV_0388,VND_001_04,driver_token_0388,CURRENT,CLEAR
TNT_002,DRV_0389,VND_002_01,driver_token_0389,CURRENT,CLEAR
TNT_002,DRV_0390,VND_002_02,driver_token_0390,CURRENT,CLEAR
TNT_002,DRV_0391,VND_002_03,driver_token_0391,CURRENT,CLEAR
TNT_002,DRV_0392,VND_002_04,driver_token_0392,CURRENT,CLEAR
TNT_003,DRV_0393,VND_003_01,driver_token_0393,CURRENT,CLEAR
TNT_003,DRV_0394,VND_003_02,driver_token_0394,CURRENT,CLEAR
TNT_003,DRV_0395,VND_003_03,driver_token_0395,CURRENT,CLEAR
TNT_003,DRV_0396,VND_003_04,driver_token_0396,CURRENT,CLEAR
TNT_001,DRV_0397,VND_001_01,driver_token_0397,CURRENT,CLEAR
TNT_001,DRV_0398,VND_001_02,driver_token_0398,CURRENT,CLEAR
TNT_001,DRV_0399,VND_001_03,driver_token_0399,CURRENT,CLEAR
TNT_001,DRV_0400,VND_001_04,driver_token_0400,CURRENT,CLEAR
TNT_002,DRV_0401,VND_002_01,driver_token_0401,CURRENT,CLEAR
TNT_002,DRV_0402,VND_002_02,driver_token_0402,CURRENT,CLEAR
TNT_002,DRV_0403,VND_002_03,driver_token_0403,CURRENT,CLEAR
TNT_002,DRV_0404,VND_002_04,driver_token_0404,CURRENT,CLEAR
TNT_003,DRV_0405,VND_003_01,driver_token_0405,CURRENT,CLEAR
TNT_003,DRV_0406,VND_003_02,driver_token_0406,CURRENT,CLEAR
TNT_003,DRV_0407,VND_003_03,driver_token_0407,CURRENT,CLEAR
TNT_003,DRV_0408,VND_003_04,driver_token_0408,CURRENT,CLEAR
TNT_001,DRV_0409,VND_001_01,driver_token_0409,CURRENT,CLEAR
TNT_001,DRV_0410,VND_001_02,driver_token_0410,CURRENT,CLEAR
TNT_001,DRV_0411,VND_001_03,driver_token_0411,CURRENT,CLEAR
TNT_001,DRV_0412,VND_001_04,driver_token_0412,CURRENT,CLEAR
TNT_002,DRV_0413,VND_002_01,driver_token_0413,CURRENT,CLEAR
TNT_002,DRV_0414,VND_002_02,driver_token_0414,CURRENT,CLEAR
TNT_002,DRV_0415,VND_002_03,driver_token_0415,EXPIRED,CLEAR
TNT_002,DRV_0416,VND_002_04,driver_token_0416,CURRENT,CLEAR
TNT_003,DRV_0417,VND_003_01,driver_token_0417,CURRENT,CLEAR
TNT_003,DRV_0418,VND_003_02,driver_token_0418,CURRENT,CLEAR
TNT_003,DRV_0419,VND_003_03,driver_token_0419,CURRENT,CLEAR
TNT_003,DRV_0420,VND_003_04,driver_token_0420,CURRENT,CLEAR
TNT_001,DRV_0421,VND_001_01,driver_token_0421,CURRENT,CLEAR
TNT_001,DRV_0422,VND_001_02,driver_token_0422,CURRENT,CLEAR
TNT_001,DRV_0423,VND_001_03,driver_token_0423,CURRENT,CLEAR
TNT_001,DRV_0424,VND_001_04,driver_token_0424,CURRENT,CLEAR
TNT_002,DRV_0425,VND_002_01,driver_token_0425,CURRENT,CLEAR
TNT_002,DRV_0426,VND_002_02,driver_token_0426,CURRENT,CLEAR
TNT_002,DRV_0427,VND_002_03,driver_token_0427,CURRENT,CLEAR
TNT_002,DRV_0428,VND_002_04,driver_token_0428,CURRENT,CLEAR
TNT_003,DRV_0429,VND_003_01,driver_token_0429,CURRENT,CLEAR
TNT_003,DRV_0430,VND_003_02,driver_token_0430,CURRENT,CLEAR
TNT_003,DRV_0431,VND_003_03,driver_token_0431,CURRENT,CLEAR
TNT_003,DRV_0432,VND_003_04,driver_token_0432,CURRENT,CLEAR
TNT_001,DRV_0433,VND_001_01,driver_token_0433,CURRENT,CLEAR
TNT_001,DRV_0434,VND_001_02,driver_token_0434,CURRENT,CLEAR
TNT_001,DRV_0435,VND_001_03,driver_token_0435,CURRENT,CLEAR
TNT_001,DRV_0436,VND_001_04,driver_token_0436,CURRENT,CLEAR
TNT_002,DRV_0437,VND_002_01,driver_token_0437,CURRENT,CLEAR
TNT_002,DRV_0438,VND_002_02,driver_token_0438,CURRENT,CLEAR
TNT_002,DRV_0439,VND_002_03,driver_token_0439,CURRENT,CLEAR
TNT_002,DRV_0440,VND_002_04,driver_token_0440,CURRENT,CLEAR
TNT_003,DRV_0441,VND_003_01,driver_token_0441,CURRENT,CLEAR
TNT_003,DRV_0442,VND_003_02,driver_token_0442,CURRENT,CLEAR
TNT_003,DRV_0443,VND_003_03,driver_token_0443,CURRENT,CLEAR
TNT_003,DRV_0444,VND_003_04,driver_token_0444,CURRENT,CLEAR
TNT_001,DRV_0445,VND_001_01,driver_token_0445,CURRENT,CLEAR
TNT_001,DRV_0446,VND_001_02,driver_token_0446,CURRENT,CLEAR
TNT_001,DRV_0447,VND_001_03,driver_token_0447,CURRENT,CLEAR
TNT_001,DRV_0448,VND_001_04,driver_token_0448,CURRENT,CLEAR
TNT_002,DRV_0449,VND_002_01,driver_token_0449,CURRENT,CLEAR
TNT_002,DRV_0450,VND_002_02,driver_token_0450,CURRENT,CLEAR
TNT_002,DRV_0451,VND_002_03,driver_token_0451,CURRENT,CLEAR
TNT_002,DRV_0452,VND_002_04,driver_token_0452,CURRENT,CLEAR
TNT_003,DRV_0453,VND_003_01,driver_token_0453,CURRENT,CLEAR
TNT_003,DRV_0454,VND_003_02,driver_token_0454,CURRENT,CLEAR
TNT_003,DRV_0455,VND_003_03,driver_token_0455,CURRENT,CLEAR
TNT_003,DRV_0456,VND_003_04,driver_token_0456,CURRENT,CLEAR
TNT_001,DRV_0457,VND_001_01,driver_token_0457,CURRENT,CLEAR
TNT_001,DRV_0458,VND_001_02,driver_token_0458,CURRENT,CLEAR
TNT_001,DRV_0459,VND_001_03,driver_token_0459,CURRENT,CLEAR
TNT_001,DRV_0460,VND_001_04,driver_token_0460,CURRENT,CLEAR
TNT_002,DRV_0461,VND_002_01,driver_token_0461,CURRENT,CLEAR
TNT_002,DRV_0462,VND_002_02,driver_token_0462,CURRENT,CLEAR
TNT_002,DRV_0463,VND_002_03,driver_token_0463,CURRENT,CLEAR
TNT_002,DRV_0464,VND_002_04,driver_token_0464,CURRENT,CLEAR
TNT_003,DRV_0465,VND_003_01,driver_token_0465,CURRENT,CLEAR
TNT_003,DRV_0466,VND_003_02,driver_token_0466,CURRENT,CLEAR
TNT_003,DRV_0467,VND_003_03,driver_token_0467,CURRENT,CLEAR
TNT_003,DRV_0468,VND_003_04,driver_token_0468,CURRENT,CLEAR
TNT_001,DRV_0469,VND_001_01,driver_token_0469,EXPIRED,CLEAR
TNT_001,DRV_0470,VND_001_02,driver_token_0470,CURRENT,CLEAR
TNT_001,DRV_0471,VND_001_03,driver_token_0471,CURRENT,CLEAR
TNT_001,DRV_0472,VND_001_04,driver_token_0472,CURRENT,CLEAR
TNT_002,DRV_0473,VND_002_01,driver_token_0473,CURRENT,CLEAR
TNT_002,DRV_0474,VND_002_02,driver_token_0474,CURRENT,CLEAR
TNT_002,DRV_0475,VND_002_03,driver_token_0475,CURRENT,CLEAR
TNT_002,DRV_0476,VND_002_04,driver_token_0476,CURRENT,CLEAR
TNT_003,DRV_0477,VND_003_01,driver_token_0477,CURRENT,CLEAR
TNT_003,DRV_0478,VND_003_02,driver_token_0478,CURRENT,CLEAR
TNT_003,DRV_0479,VND_003_03,driver_token_0479,CURRENT,CLEAR
TNT_003,DRV_0480,VND_003_04,driver_token_0480,CURRENT,CLEAR
TNT_001,DRV_0481,VND_001_01,driver_token_0481,CURRENT,CLEAR
TNT_001,DRV_0482,VND_001_02,driver_token_0482,CURRENT,CLEAR
TNT_001,DRV_0483,VND_001_03,driver_token_0483,CURRENT,CLEAR
TNT_001,DRV_0484,VND_001_04,driver_token_0484,CURRENT,CLEAR
TNT_002,DRV_0485,VND_002_01,driver_token_0485,CURRENT,CLEAR
TNT_002,DRV_0486,VND_002_02,driver_token_0486,CURRENT,CLEAR
TNT_002,DRV_0487,VND_002_03,driver_token_0487,CURRENT,CLEAR
TNT_002,DRV_0488,VND_002_04,driver_token_0488,CURRENT,CLEAR
TNT_003,DRV_0489,VND_003_01,driver_token_0489,CURRENT,CLEAR
TNT_003,DRV_0490,VND_003_02,driver_token_0490,CURRENT,CLEAR
TNT_003,DRV_0491,VND_003_03,driver_token_0491,CURRENT,CLEAR
TNT_003,DRV_0492,VND_003_04,driver_token_0492,CURRENT,CLEAR
TNT_001,DRV_0493,VND_001_01,driver_token_0493,CURRENT,CLEAR
TNT_001,DRV_0494,VND_001_02,driver_token_0494,CURRENT,CLEAR
TNT_001,DRV_0495,VND_001_03,driver_token_0495,CURRENT,CLEAR
TNT_001,DRV_0496,VND_001_04,driver_token_0496,CURRENT,CLEAR
TNT_002,DRV_0497,VND_002_01,driver_token_0497,CURRENT,CLEAR
TNT_002,DRV_0498,VND_002_02,driver_token_0498,CURRENT,CLEAR
TNT_002,DRV_0499,VND_002_03,driver_token_0499,CURRENT,CLEAR
TNT_002,DRV_0500,VND_002_04,driver_token_0500,CURRENT,CLEAR
