tenant_id,delay_id,trip_id,recorded_at_utc,delay_stage,delay_minutes,delay_reason,source,disputed_flag
TNT_001,DLY_TRP_0009351,TRP_0009351,2026-08-20T22:31:00.000Z,ARRIVAL,20,ROUTE_DEVIATION,GPS,false
TNT_001,DLY_TRP_0009352,TRP_0009352,2026-08-21T22:32:00.000Z,ARRIVAL,56,WEATHER,GPS,false
TNT_001,DLY_TRP_0009353,TRP_0009353,2026-08-22T06:45:00.000Z,ARRIVAL,32,TRAFFIC,VENDOR,false
TNT_002,DLY_TRP_0009358,TRP_0009358,2026-08-27T22:53:00.000Z,ARRIVAL,56,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0009363,TRP_0009363,2026-06-03T06:40:00.000Z,ARRIVAL,45,VEHICLE_ISSUE,GPS,false
TNT_001,DLY_TRP_0009398,TRP_0009398,2026-07-08T22:27:00.000Z,ARRIVAL,47,WEATHER,OPS,false
TNT_002,DLY_TRP_0009403,TRP_0009403,2026-07-13T14:54:00.000Z,ARRIVAL,56,TRAFFIC,VENDOR,false
TNT_001,DLY_TRP_0009404,TRP_0009404,2026-07-14T22:26:00.000Z,ARRIVAL,40,WEATHER,GPS,false
TNT_003,DLY_TRP_0009411,TRP_0009411,2026-07-21T09:25:00.000Z,ARRIVAL,36,ROUTE_DEVIATION,GPS,false
TNT_001,DLY_TRP_0009417,TRP_0009417,2026-07-27T22:09:00.000Z,ARRIVAL,14,ROUTE_DEVIATION,GPS,false
TNT_002,DLY_TRP_0009419,TRP_0009419,2026-07-29T09:22:00.000Z,ARRIVAL,27,TRAFFIC,VENDOR,false
TNT_001,DLY_TRP_0009421,TRP_0009421,2026-07-31T14:41:00.000Z,ARRIVAL,35,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0009424,TRP_0009424,2026-08-03T07:06:00.000Z,ARRIVAL,25,DRIVER_LATE,GPS,false
TNT_001,DLY_TRP_0009436,TRP_0009436,2026-08-15T06:14:00.000Z,ARRIVAL,20,WEATHER,GPS,false
TNT_001,DLY_TRP_0009447,TRP_0009447,2026-08-26T09:24:00.000Z,ARRIVAL,14,ROUTE_DEVIATION,VENDOR,false
TNT_001,DLY_TRP_0009449,TRP_0009449,2026-08-28T22:51:00.000Z,ARRIVAL,46,DRIVER_LATE,VENDOR,false
TNT_001,DLY_TRP_0009451,TRP_0009451,2026-06-01T09:54:00.000Z,ARRIVAL,40,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0009457,TRP_0009457,2026-06-07T14:56:00.000Z,ARRIVAL,46,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0009464,TRP_0009464,2026-06-14T14:20:00.000Z,ARRIVAL,27,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0009469,TRP_0009469,2026-06-19T21:57:00.000Z,ARRIVAL,15,VEHICLE_ISSUE,GPS,false
TNT_002,DLY_TRP_0009470,TRP_0009470,2026-06-20T09:52:00.000Z,ARRIVAL,57,TRAFFIC,GPS,false
TNT_002,DLY_TRP_0009476,TRP_0009476,2026-06-26T09:43:00.000Z,ARRIVAL,30,WEATHER,GPS,false
TNT_001,DLY_TRP_0009496,TRP_0009496,2026-07-16T06:40:00.000Z,ARRIVAL,48,ROUTE_DEVIATION,GPS,false
TNT_001,DLY_TRP_0009529,TRP_0009529,2026-08-18T10:13:00.000Z,ARRIVAL,56,DRIVER_LATE,GPS,false
TNT_002,DLY_TRP_0009532,TRP_0009532,2026-08-21T06:17:00.000Z,ARRIVAL,36,DRIVER_LATE,VENDOR,true
TNT_002,DLY_TRP_0009544,TRP_0009544,2026-06-04T06:13:00.000Z,ARRIVAL,45,WEATHER,VENDOR,false
TNT_002,DLY_TRP_0009554,TRP_0009554,2026-06-14T09:32:00.000Z,ARRIVAL,22,ROUTE_DEVIATION,GPS,false
TNT_001,DLY_TRP_0009556,TRP_0009556,2026-06-16T09:30:00.000Z,ARRIVAL,44,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0009557,TRP_0009557,2026-06-17T22:23:00.000Z,ARRIVAL,24,TRAFFIC,GPS,false
TNT_002,DLY_TRP_0009562,TRP_0009562,2026-06-22T09:33:00.000Z,ARRIVAL,31,DRIVER_LATE,OPS,false
TNT_001,DLY_TRP_0009580,TRP_0009580,2026-07-10T06:13:00.000Z,ARRIVAL,20,TRAFFIC,GPS,false
TNT_002,DLY_TRP_0009605,TRP_0009605,2026-08-04T09:42:00.000Z,ARRIVAL,51,WEATHER,GPS,false
TNT_001,DLY_TRP_0009633,TRP_0009633,2026-06-03T21:52:00.000Z,ARRIVAL,13,WEATHER,GPS,false
TNT_001,DLY_TRP_0009638,TRP_0009638,2026-06-08T22:29:00.000Z,ARRIVAL,15,ROUTE_DEVIATION,GPS,false
TNT_002,DLY_TRP_0009646,TRP_0009646,2026-06-16T15:02:00.000Z,ARRIVAL,44,TRAFFIC,OPS,false
TNT_002,DLY_TRP_0009647,TRP_0009647,2026-06-17T09:35:00.000Z,ARRIVAL,44,VEHICLE_ISSUE,GPS,false
TNT_001,DLY_TRP_0009652,TRP_0009652,2026-06-22T06:17:00.000Z,ARRIVAL,19,WEATHER,OPS,false
TNT_002,DLY_TRP_0009662,TRP_0009662,2026-07-02T06:14:00.000Z,ARRIVAL,32,DRIVER_LATE,GPS,false
TNT_001,DLY_TRP_0009713,TRP_0009713,2026-08-22T22:47:00.000Z,ARRIVAL,38,ROUTE_DEVIATION,GPS,false
TNT_001,DLY_TRP_0009714,TRP_0009714,2026-08-23T09:48:00.000Z,ARRIVAL,30,TRAFFIC,VENDOR,false
TNT_001,DLY_TRP_0009715,TRP_0009715,2026-08-24T22:33:00.000Z,ARRIVAL,22,VEHICLE_ISSUE,GPS,false
TNT_001,DLY_TRP_0009717,TRP_0009717,2026-08-26T15:21:00.000Z,ARRIVAL,58,VEHICLE_ISSUE,GPS,false
TNT_003,DLY_TRP_0009719,TRP_0009719,2026-08-28T15:24:00.000Z,ARRIVAL,45,VEHICLE_ISSUE,GPS,false
TNT_001,DLY_TRP_0009723,TRP_0009723,2026-06-03T06:41:00.000Z,ARRIVAL,40,DRIVER_LATE,GPS,false
TNT_003,DLY_TRP_0009746,TRP_0009746,2026-06-26T09:08:00.000Z,ARRIVAL,31,DRIVER_LATE,GPS,false
TNT_001,DLY_TRP_0009747,TRP_0009747,2026-06-27T07:14:00.000Z,ARRIVAL,57,ROUTE_DEVIATION,OPS,false
TNT_001,DLY_TRP_0009757,TRP_0009757,2026-07-07T10:27:00.000Z,ARRIVAL,37,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0009774,TRP_0009774,2026-07-24T06:39:00.000Z,ARRIVAL,42,TRAFFIC,VENDOR,false
TNT_001,DLY_TRP_0009798,TRP_0009798,2026-08-17T14:44:00.000Z,ARRIVAL,36,WEATHER,GPS,false
TNT_001,DLY_TRP_0009800,TRP_0009800,2026-08-19T14:05:00.000Z,ARRIVAL,33,WEATHER,GPS,true
TNT_002,DLY_TRP_0009805,TRP_0009805,2026-08-24T09:57:00.000Z,ARRIVAL,36,VEHICLE_ISSUE,OPS,false
TNT_003,DLY_TRP_0009806,TRP_0009806,2026-08-25T14:23:00.000Z,ARRIVAL,33,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0009810,TRP_0009810,2026-08-29T06:09:00.000Z,ARRIVAL,14,WEATHER,GPS,false
TNT_002,DLY_TRP_0009821,TRP_0009821,2026-06-11T06:46:00.000Z,ARRIVAL,43,WEATHER,GPS,false
TNT_003,DLY_TRP_0009832,TRP_0009832,2026-06-22T08:02:00.000Z,ARRIVAL,39,TRAFFIC,GPS,false
TNT_003,DLY_TRP_0009835,TRP_0009835,2026-06-25T14:12:00.000Z,ARRIVAL,36,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0009837,TRP_0009837,2026-06-27T22:31:00.000Z,ARRIVAL,17,WEATHER,GPS,false
TNT_001,DLY_TRP_0009839,TRP_0009839,2026-06-29T22:43:00.000Z,ARRIVAL,24,TRAFFIC,GPS,false
TNT_002,DLY_TRP_0009842,TRP_0009842,2026-07-02T13:44:00.000Z,ARRIVAL,14,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0009848,TRP_0009848,2026-07-08T14:52:00.000Z,ARRIVAL,56,DRIVER_LATE,OPS,false
TNT_001,DLY_TRP_0009876,TRP_0009876,2026-08-05T09:54:00.000Z,ARRIVAL,37,WEATHER,GPS,false
TNT_003,DLY_TRP_0009881,TRP_0009881,2026-08-10T22:45:00.000Z,ARRIVAL,39,DRIVER_LATE,VENDOR,false
TNT_002,DLY_TRP_0009896,TRP_0009896,2026-08-25T14:42:00.000Z,ARRIVAL,44,WEATHER,GPS,false
TNT_001,DLY_TRP_0009897,TRP_0009897,2026-08-26T07:03:00.000Z,ARRIVAL,36,VEHICLE_ISSUE,GPS,false
TNT_001,DLY_TRP_0009898,TRP_0009898,2026-08-27T09:57:00.000Z,ARRIVAL,37,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0009905,TRP_0009905,2026-06-05T22:45:00.000Z,ARRIVAL,57,VEHICLE_ISSUE,GPS,false
TNT_001,DLY_TRP_0009916,TRP_0009916,2026-06-16T22:56:00.000Z,ARRIVAL,55,ROUTE_DEVIATION,GPS,false
TNT_001,DLY_TRP_0009922,TRP_0009922,2026-06-22T23:08:00.000Z,ARRIVAL,15,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0009933,TRP_0009933,2026-07-03T15:03:00.000Z,ARRIVAL,34,TRAFFIC,OPS,false
TNT_003,DLY_TRP_0009938,TRP_0009938,2026-07-08T14:31:00.000Z,ARRIVAL,49,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0009942,TRP_0009942,2026-07-12T23:43:00.000Z,ARRIVAL,53,VEHICLE_ISSUE,GPS,false
TNT_001,DLY_TRP_0009948,TRP_0009948,2026-07-18T09:20:00.000Z,ARRIVAL,21,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0009950,TRP_0009950,2026-07-20T10:20:00.000Z,ARRIVAL,44,WEATHER,VENDOR,false
TNT_001,DLY_TRP_0009967,TRP_0009967,2026-08-06T05:58:00.000Z,ARRIVAL,12,TRAFFIC,OPS,false
TNT_001,DLY_TRP_0009969,TRP_0009969,2026-08-08T06:27:00.000Z,ARRIVAL,39,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0009973,TRP_0009973,2026-08-12T14:01:00.000Z,ARRIVAL,16,DRIVER_LATE,GPS,false
TNT_001,DLY_TRP_0009986,TRP_0009986,2026-08-25T22:22:00.000Z,ARRIVAL,27,VEHICLE_ISSUE,GPS,false
TNT_001,DLY_TRP_0009995,TRP_0009995,2026-06-05T07:00:00.000Z,ARRIVAL,20,TRAFFIC,VENDOR,false
TNT_001,DLY_TRP_0010006,TRP_0010006,2026-06-16T09:48:00.000Z,ARRIVAL,32,WEATHER,GPS,false
TNT_001,DLY_TRP_0010008,TRP_0010008,2026-06-18T23:31:00.000Z,ARRIVAL,43,WEATHER,GPS,false
TNT_001,DLY_TRP_0010009,TRP_0010009,2026-06-19T06:24:00.000Z,ARRIVAL,52,DRIVER_LATE,VENDOR,false
TNT_001,DLY_TRP_0010018,TRP_0010018,2026-06-28T09:44:00.000Z,ARRIVAL,22,DRIVER_LATE,GPS,false
TNT_002,DLY_TRP_0010019,TRP_0010019,2026-06-29T22:54:00.000Z,ARRIVAL,34,TRAFFIC,GPS,false
TNT_002,DLY_TRP_0010022,TRP_0010022,2026-07-02T23:32:00.000Z,ARRIVAL,56,WEATHER,GPS,true
TNT_002,DLY_TRP_0010041,TRP_0010041,2026-07-21T06:19:00.000Z,ARRIVAL,13,DRIVER_LATE,GPS,false
TNT_001,DLY_TRP_0010050,TRP_0010050,2026-07-30T10:00:00.000Z,ARRIVAL,41,VEHICLE_ISSUE,GPS,true
TNT_001,DLY_TRP_0010055,TRP_0010055,2026-08-04T07:02:00.000Z,ARRIVAL,38,TRAFFIC,GPS,false
TNT_003,DLY_TRP_0010062,TRP_0010062,2026-08-11T14:26:00.000Z,ARRIVAL,32,WEATHER,GPS,false
TNT_001,DLY_TRP_0010070,TRP_0010070,2026-08-19T09:15:00.000Z,ARRIVAL,20,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0010071,TRP_0010071,2026-08-20T09:14:00.000Z,ARRIVAL,35,TRAFFIC,GPS,false
TNT_002,DLY_TRP_0010082,TRP_0010082,2026-06-02T06:56:00.000Z,ARRIVAL,34,DRIVER_LATE,GPS,false
TNT_001,DLY_TRP_0010086,TRP_0010086,2026-06-06T23:33:00.000Z,ARRIVAL,47,WEATHER,GPS,false
TNT_001,DLY_TRP_0010104,TRP_0010104,2026-06-24T15:07:00.000Z,ARRIVAL,41,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0010111,TRP_0010111,2026-07-01T22:47:00.000Z,ARRIVAL,42,VEHICLE_ISSUE,VENDOR,false
TNT_001,DLY_TRP_0010118,TRP_0010118,2026-07-08T22:49:00.000Z,ARRIVAL,46,WEATHER,OPS,false
TNT_002,DLY_TRP_0010125,TRP_0010125,2026-07-15T22:25:00.000Z,ARRIVAL,27,ROUTE_DEVIATION,VENDOR,false
TNT_001,DLY_TRP_0010126,TRP_0010126,2026-07-16T06:39:00.000Z,ARRIVAL,32,TRAFFIC,VENDOR,false
TNT_001,DLY_TRP_0010138,TRP_0010138,2026-07-28T14:34:00.000Z,ARRIVAL,16,DRIVER_LATE,GPS,false
TNT_001,DLY_TRP_0010162,TRP_0010162,2026-08-21T14:32:00.000Z,ARRIVAL,48,WEATHER,GPS,false
TNT_002,DLY_TRP_0010164,TRP_0010164,2026-08-23T22:20:00.000Z,ARRIVAL,52,TRAFFIC,VENDOR,false
TNT_001,DLY_TRP_0010165,TRP_0010165,2026-08-24T09:08:00.000Z,ARRIVAL,18,WEATHER,GPS,false
TNT_001,DLY_TRP_0010166,TRP_0010166,2026-08-25T22:10:00.000Z,ARRIVAL,32,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0010168,TRP_0010168,2026-08-27T14:45:00.000Z,ARRIVAL,31,WEATHER,GPS,false
TNT_001,DLY_TRP_0010169,TRP_0010169,2026-08-28T09:56:00.000Z,ARRIVAL,24,ROUTE_DEVIATION,VENDOR,false
TNT_001,DLY_TRP_0010182,TRP_0010182,2026-06-12T06:21:00.000Z,ARRIVAL,31,ROUTE_DEVIATION,GPS,false
TNT_001,DLY_TRP_0010189,TRP_0010189,2026-06-19T10:02:00.000Z,ARRIVAL,40,WEATHER,VENDOR,false
TNT_002,DLY_TRP_0010218,TRP_0010218,2026-07-18T14:19:00.000Z,ARRIVAL,18,DRIVER_LATE,GPS,false
TNT_002,DLY_TRP_0010223,TRP_0010223,2026-07-23T14:28:00.000Z,ARRIVAL,52,VEHICLE_ISSUE,GPS,false
TNT_002,DLY_TRP_0010252,TRP_0010252,2026-08-21T06:07:00.000Z,ARRIVAL,14,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0010257,TRP_0010257,2026-08-26T22:29:00.000Z,ARRIVAL,19,TRAFFIC,OPS,false
TNT_002,DLY_TRP_0010260,TRP_0010260,2026-08-29T09:36:00.000Z,ARRIVAL,25,ROUTE_DEVIATION,GPS,false
TNT_002,DLY_TRP_0010261,TRP_0010261,2026-06-01T13:47:00.000Z,ARRIVAL,15,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0010263,TRP_0010263,2026-06-03T09:29:00.000Z,ARRIVAL,25,TRAFFIC,VENDOR,false
TNT_001,DLY_TRP_0010272,TRP_0010272,2026-06-12T14:22:00.000Z,ARRIVAL,36,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0010273,TRP_0010273,2026-06-13T13:55:00.000Z,ARRIVAL,20,TRAFFIC,OPS,false
TNT_002,DLY_TRP_0010285,TRP_0010285,2026-06-25T06:14:00.000Z,ARRIVAL,34,DRIVER_LATE,VENDOR,false
TNT_003,DLY_TRP_0010296,TRP_0010296,2026-07-06T23:23:00.000Z,ARRIVAL,37,TRAFFIC,VENDOR,false
TNT_001,DLY_TRP_0010300,TRP_0010300,2026-07-10T22:28:00.000Z,ARRIVAL,14,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0010309,TRP_0010309,2026-07-19T22:30:00.000Z,ARRIVAL,28,WEATHER,GPS,false
TNT_001,DLY_TRP_0010311,TRP_0010311,2026-07-21T09:37:00.000Z,ARRIVAL,21,WEATHER,GPS,false
TNT_001,DLY_TRP_0010313,TRP_0010313,2026-07-23T06:20:00.000Z,ARRIVAL,29,TRAFFIC,VENDOR,false
TNT_001,DLY_TRP_0010321,TRP_0010321,2026-07-31T09:32:00.000Z,ARRIVAL,27,TRAFFIC,VENDOR,false
TNT_001,DLY_TRP_0010322,TRP_0010322,2026-08-01T06:20:00.000Z,ARRIVAL,36,ROUTE_DEVIATION,VENDOR,false
TNT_001,DLY_TRP_0010323,TRP_0010323,2026-08-02T06:46:00.000Z,ARRIVAL,45,WEATHER,VENDOR,false
TNT_003,DLY_TRP_0010325,TRP_0010325,2026-08-04T09:32:00.000Z,ARRIVAL,32,TRAFFIC,GPS,false
TNT_002,DLY_TRP_0010329,TRP_0010329,2026-08-08T09:53:00.000Z,ARRIVAL,43,TRAFFIC,VENDOR,false
TNT_001,DLY_TRP_0010331,TRP_0010331,2026-08-10T14:29:00.000Z,ARRIVAL,31,DRIVER_LATE,GPS,false
TNT_001,DLY_TRP_0010333,TRP_0010333,2026-08-12T14:21:00.000Z,ARRIVAL,50,WEATHER,GPS,false
TNT_002,DLY_TRP_0010335,TRP_0010335,2026-08-14T08:44:00.000Z,ARRIVAL,11,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0010347,TRP_0010347,2026-08-26T23:22:00.000Z,ARRIVAL,49,ROUTE_DEVIATION,GPS,false
TNT_001,DLY_TRP_0010348,TRP_0010348,2026-08-27T09:58:00.000Z,ARRIVAL,54,TRAFFIC,VENDOR,false
TNT_001,DLY_TRP_0010351,TRP_0010351,2026-06-01T09:08:00.000Z,ARRIVAL,27,ROUTE_DEVIATION,OPS,false
TNT_001,DLY_TRP_0010352,TRP_0010352,2026-06-02T06:14:00.000Z,ARRIVAL,14,ROUTE_DEVIATION,GPS,false
TNT_002,DLY_TRP_0010358,TRP_0010358,2026-06-08T22:18:00.000Z,ARRIVAL,42,TRAFFIC,VENDOR,false
TNT_003,DLY_TRP_0010359,TRP_0010359,2026-06-09T22:04:00.000Z,ARRIVAL,30,WEATHER,VENDOR,false
TNT_001,DLY_TRP_0010362,TRP_0010362,2026-06-12T09:08:00.000Z,ARRIVAL,12,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0010369,TRP_0010369,2026-06-19T07:25:00.000Z,ARRIVAL,55,WEATHER,GPS,false
TNT_003,DLY_TRP_0010371,TRP_0010371,2026-06-21T23:18:00.000Z,ARRIVAL,51,DRIVER_LATE,VENDOR,false
TNT_002,DLY_TRP_0010379,TRP_0010379,2026-06-29T09:18:00.000Z,ARRIVAL,27,DRIVER_LATE,VENDOR,false
TNT_001,DLY_TRP_0010403,TRP_0010403,2026-07-23T09:08:00.000Z,ARRIVAL,24,ROUTE_DEVIATION,VENDOR,false
TNT_001,DLY_TRP_0010410,TRP_0010410,2026-07-30T06:34:00.000Z,ARRIVAL,31,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0010418,TRP_0010418,2026-08-07T23:28:00.000Z,ARRIVAL,30,TRAFFIC,GPS,false
TNT_002,DLY_TRP_0010432,TRP_0010432,2026-08-21T06:12:00.000Z,ARRIVAL,12,WEATHER,GPS,false
TNT_002,DLY_TRP_0010435,TRP_0010435,2026-08-24T09:21:00.000Z,ARRIVAL,28,WEATHER,GPS,false
TNT_003,DLY_TRP_0010448,TRP_0010448,2026-06-08T09:27:00.000Z,ARRIVAL,49,TRAFFIC,GPS,false
TNT_002,DLY_TRP_0010451,TRP_0010451,2026-06-11T06:36:00.000Z,ARRIVAL,20,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0010452,TRP_0010452,2026-06-12T14:24:00.000Z,ARRIVAL,12,VEHICLE_ISSUE,GPS,false
TNT_002,DLY_TRP_0010455,TRP_0010455,2026-06-15T09:44:00.000Z,ARRIVAL,28,VEHICLE_ISSUE,GPS,false
TNT_001,DLY_TRP_0010459,TRP_0010459,2026-06-19T06:09:00.000Z,ARRIVAL,12,DRIVER_LATE,VENDOR,false
TNT_002,DLY_TRP_0010460,TRP_0010460,2026-06-20T09:53:00.000Z,ARRIVAL,38,DRIVER_LATE,VENDOR,false
TNT_001,DLY_TRP_0010461,TRP_0010461,2026-06-21T06:46:00.000Z,ARRIVAL,55,DRIVER_LATE,OPS,false
TNT_001,DLY_TRP_0010475,TRP_0010475,2026-07-05T14:44:00.000Z,ARRIVAL,22,WEATHER,OPS,false
TNT_001,DLY_TRP_0010497,TRP_0010497,2026-07-27T10:18:00.000Z,ARRIVAL,55,WEATHER,GPS,false
TNT_001,DLY_TRP_0010509,TRP_0010509,2026-08-08T09:27:00.000Z,ARRIVAL,22,TRAFFIC,GPS,false
TNT_003,DLY_TRP_0010520,TRP_0010520,2026-08-19T09:56:00.000Z,ARRIVAL,25,ROUTE_DEVIATION,GPS,false
TNT_001,DLY_TRP_0010525,TRP_0010525,2026-08-24T06:45:00.000Z,ARRIVAL,43,TRAFFIC,GPS,false
TNT_002,DLY_TRP_0010527,TRP_0010527,2026-08-26T09:29:00.000Z,ARRIVAL,40,VEHICLE_ISSUE,VENDOR,false
TNT_003,DLY_TRP_0010530,TRP_0010530,2026-08-29T14:04:00.000Z,ARRIVAL,29,TRAFFIC,OPS,true
TNT_002,DLY_TRP_0010538,TRP_0010538,2026-06-08T09:36:00.000Z,ARRIVAL,29,WEATHER,GPS,false
TNT_003,DLY_TRP_0010539,TRP_0010539,2026-06-09T23:50:00.000Z,ARRIVAL,55,WEATHER,OPS,false
TNT_002,DLY_TRP_0010542,TRP_0010542,2026-06-12T06:21:00.000Z,ARRIVAL,33,VEHICLE_ISSUE,GPS,false
TNT_002,DLY_TRP_0010544,TRP_0010544,2026-06-14T09:28:00.000Z,ARRIVAL,36,ROUTE_DEVIATION,GPS,false
TNT_002,DLY_TRP_0010545,TRP_0010545,2026-06-15T07:10:00.000Z,ARRIVAL,41,TRAFFIC,VENDOR,false
TNT_001,DLY_TRP_0010548,TRP_0010548,2026-06-18T05:43:00.000Z,ARRIVAL,12,WEATHER,GPS,false
TNT_001,DLY_TRP_0010550,TRP_0010550,2026-06-20T05:44:00.000Z,ARRIVAL,11,WEATHER,GPS,false
TNT_001,DLY_TRP_0010555,TRP_0010555,2026-06-25T14:24:00.000Z,ARRIVAL,26,ROUTE_DEVIATION,GPS,false
TNT_001,DLY_TRP_0010564,TRP_0010564,2026-07-04T23:27:00.000Z,ARRIVAL,54,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0010567,TRP_0010567,2026-07-07T22:52:00.000Z,ARRIVAL,34,DRIVER_LATE,GPS,false
TNT_001,DLY_TRP_0010568,TRP_0010568,2026-07-08T06:29:00.000Z,ARRIVAL,38,DRIVER_LATE,GPS,false
TNT_001,DLY_TRP_0010569,TRP_0010569,2026-07-09T15:10:00.000Z,ARRIVAL,46,WEATHER,VENDOR,false
TNT_002,DLY_TRP_0010570,TRP_0010570,2026-07-10T06:14:00.000Z,ARRIVAL,35,ROUTE_DEVIATION,OPS,false
TNT_002,DLY_TRP_0010583,TRP_0010583,2026-07-23T14:09:00.000Z,ARRIVAL,32,WEATHER,OPS,false
TNT_001,DLY_TRP_0010591,TRP_0010591,2026-07-31T09:45:00.000Z,ARRIVAL,24,ROUTE_DEVIATION,GPS,false
TNT_001,DLY_TRP_0010593,TRP_0010593,2026-08-02T22:49:00.000Z,ARRIVAL,30,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0010603,TRP_0010603,2026-08-12T06:46:00.000Z,ARRIVAL,42,WEATHER,GPS,false
TNT_001,DLY_TRP_0010606,TRP_0010606,2026-08-15T14:24:00.000Z,ARRIVAL,23,DRIVER_LATE,GPS,false
TNT_003,DLY_TRP_0010609,TRP_0010609,2026-08-18T10:34:00.000Z,ARRIVAL,37,VEHICLE_ISSUE,GPS,false
TNT_001,DLY_TRP_0010616,TRP_0010616,2026-08-25T06:34:00.000Z,ARRIVAL,34,WEATHER,GPS,false
TNT_002,DLY_TRP_0010631,TRP_0010631,2026-06-11T09:03:00.000Z,ARRIVAL,43,DRIVER_LATE,VENDOR,false
TNT_002,DLY_TRP_0010632,TRP_0010632,2026-06-12T06:31:00.000Z,ARRIVAL,35,WEATHER,GPS,false
TNT_002,DLY_TRP_0010636,TRP_0010636,2026-06-16T22:24:00.000Z,ARRIVAL,23,WEATHER,VENDOR,false
TNT_002,DLY_TRP_0010637,TRP_0010637,2026-06-17T09:46:00.000Z,ARRIVAL,55,DRIVER_LATE,GPS,false
TNT_002,DLY_TRP_0010642,TRP_0010642,2026-06-22T09:57:00.000Z,ARRIVAL,29,ROUTE_DEVIATION,OPS,false
TNT_003,DLY_TRP_0010657,TRP_0010657,2026-07-07T06:07:00.000Z,ARRIVAL,20,VEHICLE_ISSUE,OPS,false
TNT_001,DLY_TRP_0010659,TRP_0010659,2026-07-09T06:56:00.000Z,ARRIVAL,13,ROUTE_DEVIATION,VENDOR,false
TNT_003,DLY_TRP_0010670,TRP_0010670,2026-07-20T10:15:00.000Z,ARRIVAL,36,WEATHER,GPS,false
TNT_001,DLY_TRP_0010683,TRP_0010683,2026-08-02T10:22:00.000Z,ARRIVAL,32,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0010686,TRP_0010686,2026-08-05T10:30:00.000Z,ARRIVAL,57,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0010687,TRP_0010687,2026-08-06T06:35:00.000Z,ARRIVAL,46,TRAFFIC,VENDOR,false
TNT_001,DLY_TRP_0010699,TRP_0010699,2026-08-18T10:05:00.000Z,ARRIVAL,58,TRAFFIC,VENDOR,false
TNT_003,DLY_TRP_0010702,TRP_0010702,2026-08-21T09:38:00.000Z,ARRIVAL,22,VEHICLE_ISSUE,GPS,true
TNT_003,DLY_TRP_0010705,TRP_0010705,2026-08-24T07:05:00.000Z,ARRIVAL,35,WEATHER,VENDOR,false
TNT_003,DLY_TRP_0010708,TRP_0010708,2026-08-27T06:14:00.000Z,ARRIVAL,12,DRIVER_LATE,GPS,false
TNT_001,DLY_TRP_0010737,TRP_0010737,2026-06-27T09:09:00.000Z,ARRIVAL,34,WEATHER,VENDOR,false
TNT_001,DLY_TRP_0010742,TRP_0010742,2026-07-02T05:54:00.000Z,ARRIVAL,15,TRAFFIC,GPS,false
TNT_002,DLY_TRP_0010747,TRP_0010747,2026-07-07T09:35:00.000Z,ARRIVAL,30,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0010754,TRP_0010754,2026-07-14T06:26:00.000Z,ARRIVAL,15,WEATHER,VENDOR,false
TNT_001,DLY_TRP_0010762,TRP_0010762,2026-07-22T09:50:00.000Z,ARRIVAL,49,TRAFFIC,OPS,false
TNT_001,DLY_TRP_0010766,TRP_0010766,2026-07-26T22:47:00.000Z,ARRIVAL,44,ROUTE_DEVIATION,VENDOR,false
TNT_001,DLY_TRP_0010794,TRP_0010794,2026-08-23T10:00:00.000Z,ARRIVAL,55,WEATHER,VENDOR,false
TNT_001,DLY_TRP_0010798,TRP_0010798,2026-08-27T07:41:00.000Z,ARRIVAL,36,WEATHER,GPS,false
TNT_001,DLY_TRP_0010804,TRP_0010804,2026-06-04T06:26:00.000Z,ARRIVAL,22,TRAFFIC,GPS,false
TNT_001,DLY_TRP_0010809,TRP_0010809,2026-06-09T09:44:00.000Z,ARRIVAL,46,TRAFFIC,GPS,false
