tenant_id,booking_id,trip_id,employee_token,site_id,shift_id,boarding_status,scheduled_boarding_at_utc,actual_boarding_at_utc,boarding_delay_minutes,feedback_id,data_quality_flag
TNT_003,BKG_TRP_0003337_01,TRP_0003337,EMP_00841,SITE_NCR_01,SHIFT_DAY,BOARDED,2026-06-07T08:06:00.000Z,2026-06-07T08:04:00.000Z,-2,,OK
TNT_001,BKG_TRP_0003338_01,TRP_0003338,EMP_00268,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-06-08T08:08:00.000Z,2026-06-08T08:10:00.000Z,2,FDB_TRP_0003338,OK
TNT_001,BKG_TRP_0003338_02,TRP_0003338,EMP_03253,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-06-08T08:08:00.000Z,2026-06-08T08:10:00.000Z,2,,OK
TNT_001,BKG_TRP_0003338_03,TRP_0003338,EMP_02765,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-06-08T08:08:00.000Z,2026-06-08T08:10:00.000Z,2,,OK
TNT_001,BKG_TRP_0003338_04,TRP_0003338,EMP_05941,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-06-08T08:08:00.000Z,2026-06-08T08:10:00.000Z,2,,OK
TNT_001,BKG_TRP_0003339_01,TRP_0003339,EMP_01135,SITE_BLR_01,SHIFT_MORNING,BOARDED,2026-06-09T05:33:00.000Z,2026-06-09T05:59:00.000Z,26,,OK
TNT_003,BKG_TRP_0003340_01,TRP_0003340,EMP_03080,SITE_NCR_01,SHIFT_MORNING,BOARDED,2026-06-10T05:40:00.000Z,2026-06-10T05:54:00.000Z,14,,OK
TNT_001,BKG_TRP_0003341_01,TRP_0003341,EMP_02153,SITE_BLR_01,SHIFT_MORNING,NO_SHOW,2026-06-11T05:26:00.000Z,,,FDB_TRP_0003341,OK
TNT_002,BKG_TRP_0003342_01,TRP_0003342,EMP_03699,SITE_HYD_01,SHIFT_EVENING,BOARDED,2026-06-12T13:16:00.000Z,2026-06-12T13:48:00.000Z,32,,OK
TNT_001,BKG_TRP_0003343_01,TRP_0003343,EMP_04043,SITE_BLR_02,SHIFT_EVENING,BOARDED,2026-06-13T13:11:00.000Z,2026-06-13T13:12:00.000Z,1,,OK
TNT_001,BKG_TRP_0003343_02,TRP_0003343,EMP_02298,SITE_BLR_02,SHIFT_EVENING,BOARDED,2026-06-13T13:11:00.000Z,2026-06-13T13:12:00.000Z,1,,OK
TNT_001,BKG_TRP_0003343_03,TRP_0003343,EMP_04968,SITE_BLR_02,SHIFT_EVENING,BOARDED,2026-06-13T13:11:00.000Z,2026-06-13T13:12:00.000Z,1,,OK
TNT_001,BKG_TRP_0003343_04,TRP_0003343,EMP_05363,SITE_BLR_02,SHIFT_EVENING,BOARDED,2026-06-13T13:11:00.000Z,2026-06-13T13:12:00.000Z,1,,OK
TNT_001,BKG_TRP_0003343_05,TRP_0003343,EMP_00108,SITE_BLR_02,SHIFT_EVENING,BOARDED,2026-06-13T13:11:00.000Z,2026-06-13T13:12:00.000Z,1,,OK
TNT_001,BKG_TRP_0003343_06,TRP_0003343,EMP_01473,SITE_BLR_02,SHIFT_EVENING,BOARDED,2026-06-13T13:11:00.000Z,2026-06-13T13:12:00.000Z,1,,OK
TNT_001,BKG_TRP_0003344_01,TRP_0003344,EMP_01211,SITE_BLR_01,SHIFT_MORNING,NO_SHOW,2026-06-14T05:34:00.000Z,,,,OK
TNT_001,BKG_TRP_0003345_01,TRP_0003345,EMP_03168,SITE_BLR_01,SHIFT_NIGHT,BOARDED,2026-06-15T21:30:00.000Z,2026-06-15T21:29:00.000Z,-1,,OK
TNT_003,BKG_TRP_0003346_01,TRP_0003346,EMP_02865,SITE_NCR_02,SHIFT_DAY,BOARDED,2026-06-16T08:31:00.000Z,2026-06-16T08:32:00.000Z,1,,OK
TNT_003,BKG_TRP_0003346_02,TRP_0003346,EMP_05808,SITE_NCR_02,SHIFT_DAY,BOARDED,2026-06-16T08:31:00.000Z,2026-06-16T08:32:00.000Z,1,,OK
TNT_001,BKG_TRP_0003347_01,TRP_0003347,EMP_04953,SITE_BLR_01,SHIFT_DAY,TRIP_CANCELLED,2026-06-17T08:17:00.000Z,,,,OK
TNT_001,BKG_TRP_0003348_01,TRP_0003348,EMP_01269,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-06-18T08:31:00.000Z,2026-06-18T08:32:00.000Z,1,,OK
TNT_001,BKG_TRP_0003349_01,TRP_0003349,EMP_02022,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-06-19T08:14:00.000Z,2026-06-19T08:19:00.000Z,5,,OK
TNT_002,BKG_TRP_0003350_01,TRP_0003350,EMP_01822,SITE_HYD_02,SHIFT_NIGHT,BOARDED,2026-06-20T21:44:00.000Z,2026-06-20T21:48:00.000Z,4,,OK
TNT_002,BKG_TRP_0003351_01,TRP_0003351,EMP_00541,SITE_HYD_01,SHIFT_EVENING,BOARDED,2026-06-21T13:08:00.000Z,2026-06-21T13:07:00.000Z,-1,,OK
TNT_001,BKG_TRP_0003352_01,TRP_0003352,EMP_00916,SITE_BLR_02,SHIFT_MORNING,BOARDED,2026-06-22T05:18:00.000Z,2026-06-22T05:22:00.000Z,4,,OK
TNT_001,BKG_TRP_0003353_01,TRP_0003353,EMP_00863,SITE_BLR_02,SHIFT_EVENING,BOARDED,2026-06-23T13:17:00.000Z,2026-06-23T13:31:00.000Z,14,,OK
TNT_002,BKG_TRP_0003354_01,TRP_0003354,EMP_04284,SITE_HYD_01,SHIFT_MORNING,BOARDED,2026-06-24T05:03:00.000Z,2026-06-24T05:06:00.000Z,3,,OK
TNT_001,BKG_TRP_0003355_01,TRP_0003355,EMP_00088,SITE_BLR_01,SHIFT_NIGHT,BOARDED,2026-06-25T21:34:00.000Z,2026-06-25T21:32:00.000Z,-2,,OK
TNT_001,BKG_TRP_0003355_02,TRP_0003355,EMP_02767,SITE_BLR_01,SHIFT_NIGHT,BOARDED,2026-06-25T21:34:00.000Z,2026-06-25T21:32:00.000Z,-2,,OK
TNT_001,BKG_TRP_0003355_03,TRP_0003355,EMP_03788,SITE_BLR_01,SHIFT_NIGHT,BOARDED,2026-06-25T21:34:00.000Z,2026-06-25T21:32:00.000Z,-2,,OK
TNT_001,BKG_TRP_0003355_04,TRP_0003355,EMP_00253,SITE_BLR_01,SHIFT_NIGHT,BOARDED,2026-06-25T21:34:00.000Z,2026-06-25T21:32:00.000Z,-2,,OK
TNT_001,BKG_TRP_0003355_05,TRP_0003355,EMP_01377,SITE_BLR_01,SHIFT_NIGHT,BOARDED,2026-06-25T21:34:00.000Z,2026-06-25T21:32:00.000Z,-2,,OK
TNT_002,BKG_TRP_0003356_01,TRP_0003356,EMP_00668,SITE_HYD_02,SHIFT_EVENING,BOARDED,2026-06-26T13:31:00.000Z,2026-06-26T13:33:00.000Z,2,FDB_TRP_0003356,OK
TNT_002,BKG_TRP_0003357_01,TRP_0003357,EMP_01721,SITE_HYD_02,SHIFT_MORNING,BOARDED,2026-06-27T05:45:00.000Z,2026-06-27T05:46:00.000Z,1,,OK
TNT_001,BKG_TRP_0003358_01,TRP_0003358,EMP_02113,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-06-28T08:23:00.000Z,2026-06-28T08:22:00.000Z,-1,,OK
TNT_002,BKG_TRP_0003359_01,TRP_0003359,EMP_02800,SITE_HYD_01,SHIFT_MORNING,BOARDED,2026-06-29T05:13:00.000Z,2026-06-29T05:13:00.000Z,0,,OK
TNT_001,BKG_TRP_0003360_01,TRP_0003360,EMP_00566,SITE_BLR_02,SHIFT_MORNING,BOARDED,2026-06-30T05:37:00.000Z,2026-06-30T05:40:00.000Z,3,,OK
TNT_001,BKG_TRP_0003360_02,TRP_0003360,EMP_00162,SITE_BLR_02,SHIFT_MORNING,BOARDED,2026-06-30T05:37:00.000Z,2026-06-30T05:40:00.000Z,3,,OK
TNT_001,BKG_TRP_0003360_03,TRP_0003360,EMP_05307,SITE_BLR_02,SHIFT_MORNING,BOARDED,2026-06-30T05:37:00.000Z,2026-06-30T05:40:00.000Z,3,,OK
TNT_001,BKG_TRP_0003360_04,TRP_0003360,EMP_04329,SITE_BLR_02,SHIFT_MORNING,BOARDED,2026-06-30T05:37:00.000Z,2026-06-30T05:40:00.000Z,3,,OK
TNT_001,BKG_TRP_0003360_05,TRP_0003360,EMP_05217,SITE_BLR_02,SHIFT_MORNING,BOARDED,2026-06-30T05:37:00.000Z,2026-06-30T05:40:00.000Z,3,,OK
TNT_001,BKG_TRP_0003361_01,TRP_0003361,EMP_04193,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-07-01T08:44:00.000Z,2026-07-01T08:44:00.000Z,0,,OK
TNT_003,BKG_TRP_0003362_01,TRP_0003362,EMP_04595,SITE_NCR_01,SHIFT_DAY,BOARDED,2026-07-02T08:34:00.000Z,2026-07-02T08:31:00.000Z,-3,,OK
TNT_001,BKG_TRP_0003363_01,TRP_0003363,EMP_04794,SITE_BLR_01,SHIFT_NIGHT,NO_SHOW,2026-07-03T21:05:00.000Z,,,,OK
TNT_001,BKG_TRP_0003364_01,TRP_0003364,EMP_04707,SITE_BLR_01,SHIFT_MORNING,BOARDED,2026-07-04T05:02:00.000Z,2026-07-04T05:06:00.000Z,4,,OK
TNT_001,BKG_TRP_0003364_02,TRP_0003364,EMP_01735,SITE_BLR_01,SHIFT_MORNING,BOARDED,2026-07-04T05:02:00.000Z,2026-07-04T05:06:00.000Z,4,,OK
TNT_001,BKG_TRP_0003365_01,TRP_0003365,EMP_04033,SITE_BLR_02,SHIFT_MORNING,BOARDED,2026-07-05T05:38:00.000Z,2026-07-05T05:34:00.000Z,-4,,OK
TNT_001,BKG_TRP_0003366_01,TRP_0003366,EMP_03045,SITE_BLR_01,SHIFT_EVENING,BOARDED,2026-07-06T13:11:00.000Z,2026-07-06T13:12:00.000Z,1,,OK
TNT_001,BKG_TRP_0003367_01,TRP_0003367,EMP_01290,SITE_BLR_01,SHIFT_EVENING,BOARDED,2026-07-07T13:15:00.000Z,2026-07-07T13:16:00.000Z,1,,OK
TNT_001,BKG_TRP_0003367_02,TRP_0003367,EMP_00300,SITE_BLR_01,SHIFT_EVENING,BOARDED,2026-07-07T13:15:00.000Z,2026-07-07T13:16:00.000Z,1,,OK
TNT_001,BKG_TRP_0003367_03,TRP_0003367,EMP_02842,SITE_BLR_01,SHIFT_EVENING,BOARDED,2026-07-07T13:15:00.000Z,2026-07-07T13:16:00.000Z,1,,OK
TNT_001,BKG_TRP_0003368_01,TRP_0003368,EMP_03328,SITE_BLR_01,SHIFT_MORNING,BOARDED,2026-07-08T05:40:00.000Z,2026-07-08T05:41:00.000Z,1,FDB_TRP_0003368,OK
TNT_002,BKG_TRP_0003369_01,TRP_0003369,EMP_05925,SITE_HYD_01,SHIFT_DAY,BOARDED,2026-07-09T08:41:00.000Z,2026-07-09T09:13:00.000Z,32,,OK
TNT_002,BKG_TRP_0003370_01,TRP_0003370,EMP_02825,SITE_HYD_02,SHIFT_DAY,BOARDED,2026-07-10T08:37:00.000Z,2026-07-10T08:43:00.000Z,6,,OK
TNT_002,BKG_TRP_0003370_02,TRP_0003370,EMP_05651,SITE_HYD_02,SHIFT_DAY,BOARDED,2026-07-10T08:37:00.000Z,2026-07-10T08:43:00.000Z,6,,OK
TNT_002,BKG_TRP_0003370_03,TRP_0003370,EMP_05130,SITE_HYD_02,SHIFT_DAY,BOARDED,2026-07-10T08:37:00.000Z,2026-07-10T08:43:00.000Z,6,,OK
TNT_001,BKG_TRP_0003371_01,TRP_0003371,EMP_04496,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-07-11T08:21:00.000Z,2026-07-11T08:20:00.000Z,-1,,OK
TNT_001,BKG_TRP_0003372_01,TRP_0003372,EMP_04309,SITE_BLR_02,SHIFT_EVENING,BOARDED,2026-07-12T13:00:00.000Z,2026-07-12T13:08:00.000Z,8,FDB_TRP_0003372,OK
TNT_001,BKG_TRP_0003372_02,TRP_0003372,EMP_05991,SITE_BLR_02,SHIFT_EVENING,BOARDED,2026-07-12T13:00:00.000Z,2026-07-12T13:08:00.000Z,8,,OK
TNT_001,BKG_TRP_0003372_03,TRP_0003372,EMP_01896,SITE_BLR_02,SHIFT_EVENING,BOARDED,2026-07-12T13:00:00.000Z,2026-07-12T13:08:00.000Z,8,,OK
TNT_001,BKG_TRP_0003372_04,TRP_0003372,EMP_04483,SITE_BLR_02,SHIFT_EVENING,BOARDED,2026-07-12T13:00:00.000Z,2026-07-12T13:08:00.000Z,8,,OK
TNT_001,BKG_TRP_0003372_05,TRP_0003372,EMP_01811,SITE_BLR_02,SHIFT_EVENING,BOARDED,2026-07-12T13:00:00.000Z,2026-07-12T13:08:00.000Z,8,,OK
TNT_001,BKG_TRP_0003372_06,TRP_0003372,EMP_00576,SITE_BLR_02,SHIFT_EVENING,BOARDED,2026-07-12T13:00:00.000Z,2026-07-12T13:08:00.000Z,8,,OK
TNT_001,BKG_TRP_0003373_01,TRP_0003373,EMP_03782,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-07-13T08:08:00.000Z,2026-07-13T08:06:00.000Z,-2,,OK
TNT_001,BKG_TRP_0003374_01,TRP_0003374,EMP_05384,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-07-14T08:21:00.000Z,2026-07-14T08:18:00.000Z,-3,,OK
TNT_001,BKG_TRP_0003375_01,TRP_0003375,EMP_02667,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-07-15T08:23:00.000Z,2026-07-15T08:26:00.000Z,3,,OK
TNT_003,BKG_TRP_0003376_01,TRP_0003376,EMP_00524,SITE_NCR_01,SHIFT_DAY,BOARDED,2026-07-16T08:40:00.000Z,2026-07-16T08:42:00.000Z,2,FDB_TRP_0003376,OK
TNT_001,BKG_TRP_0003377_01,TRP_0003377,EMP_04538,SITE_BLR_01,SHIFT_MORNING,BOARDED,2026-07-17T05:18:00.000Z,2026-07-17T05:52:00.000Z,34,,OK
TNT_001,BKG_TRP_0003378_01,TRP_0003378,EMP_02585,SITE_BLR_02,SHIFT_DAY,BOARDED,2026-07-18T08:14:00.000Z,2026-07-18T08:13:00.000Z,-1,FDB_TRP_0003378,OK
TNT_002,BKG_TRP_0003379_01,TRP_0003379,EMP_01852,SITE_HYD_01,SHIFT_MORNING,BOARDED,2026-07-19T05:39:00.000Z,2026-07-19T05:38:00.000Z,-1,,OK
TNT_002,BKG_TRP_0003379_02,TRP_0003379,EMP_05868,SITE_HYD_01,SHIFT_MORNING,BOARDED,2026-07-19T05:39:00.000Z,2026-07-19T05:38:00.000Z,-1,,OK
TNT_001,BKG_TRP_0003380_01,TRP_0003380,EMP_01314,SITE_BLR_01,SHIFT_NIGHT,NO_SHOW,2026-07-20T21:22:00.000Z,,,FDB_TRP_0003380,OK
TNT_001,BKG_TRP_0003381_01,TRP_0003381,EMP_03468,SITE_BLR_01,SHIFT_MORNING,BOARDED,2026-07-21T05:09:00.000Z,2026-07-21T05:12:00.000Z,3,,OK
TNT_002,BKG_TRP_0003382_01,TRP_0003382,EMP_02219,SITE_HYD_01,SHIFT_DAY,BOARDED,2026-07-22T08:20:00.000Z,2026-07-22T08:36:00.000Z,16,,OK
TNT_003,BKG_TRP_0003383_01,TRP_0003383,EMP_02295,SITE_NCR_02,SHIFT_NIGHT,BOARDED,2026-07-23T21:25:00.000Z,2026-07-23T21:24:00.000Z,-1,FDB_TRP_0003383,OK
TNT_002,BKG_TRP_0003384_01,TRP_0003384,EMP_00978,SITE_HYD_01,SHIFT_MORNING,BOARDED,2026-07-24T05:34:00.000Z,2026-07-24T05:52:00.000Z,18,,OK
TNT_002,BKG_TRP_0003385_01,TRP_0003385,EMP_00527,SITE_HYD_02,SHIFT_MORNING,BOARDED,2026-07-25T05:03:00.000Z,2026-07-25T05:07:00.000Z,4,,OK
TNT_002,BKG_TRP_0003385_02,TRP_0003385,EMP_03632,SITE_HYD_02,SHIFT_MORNING,BOARDED,2026-07-25T05:03:00.000Z,2026-07-25T05:07:00.000Z,4,,OK
TNT_002,BKG_TRP_0003385_03,TRP_0003385,EMP_04986,SITE_HYD_02,SHIFT_MORNING,BOARDED,2026-07-25T05:03:00.000Z,2026-07-25T05:07:00.000Z,4,,OK
TNT_002,BKG_TRP_0003385_04,TRP_0003385,EMP_01681,SITE_HYD_02,SHIFT_MORNING,BOARDED,2026-07-25T05:03:00.000Z,2026-07-25T05:07:00.000Z,4,,OK
TNT_001,BKG_TRP_0003386_01,TRP_0003386,EMP_03712,SITE_BLR_02,SHIFT_NIGHT,BOARDED,2026-07-26T21:31:00.000Z,2026-07-26T21:32:00.000Z,1,,OK
TNT_001,BKG_TRP_0003386_02,TRP_0003386,EMP_03083,SITE_BLR_02,SHIFT_NIGHT,BOARDED,2026-07-26T21:31:00.000Z,2026-07-26T21:32:00.000Z,1,,OK
TNT_001,BKG_TRP_0003386_03,TRP_0003386,EMP_00615,SITE_BLR_02,SHIFT_NIGHT,BOARDED,2026-07-26T21:31:00.000Z,2026-07-26T21:32:00.000Z,1,,OK
TNT_001,BKG_TRP_0003387_01,TRP_0003387,EMP_02919,SITE_BLR_01,SHIFT_NIGHT,BOARDED,2026-07-27T21:44:00.000Z,2026-07-27T21:50:00.000Z,6,FDB_TRP_0003387,OK
TNT_001,BKG_TRP_0003387_02,TRP_0003387,EMP_00602,SITE_BLR_01,SHIFT_NIGHT,BOARDED,2026-07-27T21:44:00.000Z,2026-07-27T21:50:00.000Z,6,,OK
TNT_001,BKG_TRP_0003388_01,TRP_0003388,EMP_04596,SITE_BLR_01,SHIFT_DAY,NO_SHOW,2026-07-28T08:22:00.000Z,,,,OK
TNT_001,BKG_TRP_0003389_01,TRP_0003389,EMP_05586,SITE_BLR_01,SHIFT_NIGHT,TRIP_CANCELLED,2026-07-29T21:05:00.000Z,,,,OK
TNT_001,BKG_TRP_0003389_02,TRP_0003389,EMP_02320,SITE_BLR_01,SHIFT_NIGHT,TRIP_CANCELLED,2026-07-29T21:05:00.000Z,,,,OK
TNT_001,BKG_TRP_0003389_03,TRP_0003389,EMP_00326,SITE_BLR_01,SHIFT_NIGHT,TRIP_CANCELLED,2026-07-29T21:05:00.000Z,,,,OK
TNT_003,BKG_TRP_0003390_01,TRP_0003390,EMP_01066,SITE_NCR_01,SHIFT_NIGHT,BOARDED,2026-07-30T21:03:00.000Z,2026-07-30T21:07:00.000Z,4,,OK
TNT_001,BKG_TRP_0003391_01,TRP_0003391,EMP_05579,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-07-31T08:43:00.000Z,2026-07-31T08:43:00.000Z,0,,OK
TNT_002,BKG_TRP_0003392_01,TRP_0003392,EMP_00953,SITE_HYD_02,SHIFT_MORNING,BOARDED,2026-08-01T05:24:00.000Z,2026-08-01T05:25:00.000Z,1,,OK
TNT_001,BKG_TRP_0003393_01,TRP_0003393,EMP_04880,SITE_BLR_01,SHIFT_MORNING,NO_SHOW,2026-08-02T05:12:00.000Z,,,,OK
TNT_001,BKG_TRP_0003394_01,TRP_0003394,EMP_03409,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-08-03T08:00:00.000Z,2026-08-03T08:01:00.000Z,1,,OK
TNT_001,BKG_TRP_0003395_01,TRP_0003395,EMP_00503,SITE_BLR_01,SHIFT_DAY,NO_SHOW,2026-08-04T08:31:00.000Z,,,,OK
TNT_001,BKG_TRP_0003396_01,TRP_0003396,EMP_01136,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-08-05T08:01:00.000Z,2026-08-05T08:34:00.000Z,33,,OK
TNT_002,BKG_TRP_0003397_01,TRP_0003397,EMP_02714,SITE_HYD_02,SHIFT_DAY,BOARDED,2026-08-06T08:40:00.000Z,2026-08-06T08:38:00.000Z,-2,,OK
TNT_002,BKG_TRP_0003398_01,TRP_0003398,EMP_00408,SITE_HYD_01,SHIFT_NIGHT,BOARDED,2026-08-07T21:29:00.000Z,2026-08-07T21:27:00.000Z,-2,,OK
TNT_002,BKG_TRP_0003399_01,TRP_0003399,EMP_03753,SITE_HYD_02,SHIFT_MORNING,BOARDED,2026-08-08T05:00:00.000Z,2026-08-08T05:17:00.000Z,17,,OK
TNT_001,BKG_TRP_0003400_01,TRP_0003400,EMP_03431,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-08-09T08:16:00.000Z,2026-08-09T08:21:00.000Z,5,,OK
TNT_001,BKG_TRP_0003401_01,TRP_0003401,EMP_03308,SITE_BLR_01,SHIFT_EVENING,BOARDED,2026-08-10T13:19:00.000Z,2026-08-10T13:22:00.000Z,3,,OK
TNT_001,BKG_TRP_0003402_01,TRP_0003402,EMP_02788,SITE_BLR_02,SHIFT_DAY,BOARDED,2026-08-11T08:41:00.000Z,2026-08-11T08:41:00.000Z,0,,OK
TNT_001,BKG_TRP_0003402_02,TRP_0003402,EMP_02004,SITE_BLR_02,SHIFT_DAY,BOARDED,2026-08-11T08:41:00.000Z,2026-08-11T08:41:00.000Z,0,,OK
TNT_001,BKG_TRP_0003402_03,TRP_0003402,EMP_01665,SITE_BLR_02,SHIFT_DAY,BOARDED,2026-08-11T08:41:00.000Z,2026-08-11T08:41:00.000Z,0,,OK
TNT_001,BKG_TRP_0003402_04,TRP_0003402,EMP_04474,SITE_BLR_02,SHIFT_DAY,BOARDED,2026-08-11T08:41:00.000Z,2026-08-11T08:41:00.000Z,0,,OK
TNT_001,BKG_TRP_0003402_05,TRP_0003402,EMP_03964,SITE_BLR_02,SHIFT_DAY,BOARDED,2026-08-11T08:41:00.000Z,2026-08-11T08:41:00.000Z,0,,OK
TNT_002,BKG_TRP_0003403_01,TRP_0003403,EMP_00978,SITE_HYD_01,SHIFT_MORNING,BOARDED,2026-08-12T05:45:00.000Z,2026-08-12T05:47:00.000Z,2,,OK
TNT_002,BKG_TRP_0003403_02,TRP_0003403,EMP_00295,SITE_HYD_01,SHIFT_MORNING,BOARDED,2026-08-12T05:45:00.000Z,2026-08-12T05:47:00.000Z,2,,OK
TNT_001,BKG_TRP_0003404_01,TRP_0003404,EMP_01308,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-08-13T08:27:00.000Z,2026-08-13T08:32:00.000Z,5,FDB_TRP_0003404,OK
TNT_001,BKG_TRP_0003404_02,TRP_0003404,EMP_03830,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-08-13T08:27:00.000Z,2026-08-13T08:32:00.000Z,5,,OK
TNT_001,BKG_TRP_0003404_03,TRP_0003404,EMP_02780,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-08-13T08:27:00.000Z,2026-08-13T08:32:00.000Z,5,,OK
TNT_001,BKG_TRP_0003404_04,TRP_0003404,EMP_05595,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-08-13T08:27:00.000Z,2026-08-13T08:32:00.000Z,5,,OK
TNT_001,BKG_TRP_0003404_05,TRP_0003404,EMP_02325,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-08-13T08:27:00.000Z,2026-08-13T08:32:00.000Z,5,,OK
TNT_001,BKG_TRP_0003404_06,TRP_0003404,EMP_03240,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-08-13T08:27:00.000Z,2026-08-13T08:32:00.000Z,5,,OK
TNT_001,BKG_TRP_0003405_01,TRP_0003405,EMP_05870,SITE_BLR_02,SHIFT_NIGHT,BOARDED,2026-08-14T21:16:00.000Z,2026-08-14T21:18:00.000Z,2,,OK
TNT_001,BKG_TRP_0003405_02,TRP_0003405,EMP_04085,SITE_BLR_02,SHIFT_NIGHT,BOARDED,2026-08-14T21:16:00.000Z,2026-08-14T21:18:00.000Z,2,,OK
TNT_001,BKG_TRP_0003406_01,TRP_0003406,EMP_00028,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-08-15T08:21:00.000Z,2026-08-15T08:23:00.000Z,2,,OK
TNT_001,BKG_TRP_0003407_01,TRP_0003407,EMP_02327,SITE_BLR_02,SHIFT_DAY,BOARDED,2026-08-16T08:40:00.000Z,2026-08-16T08:44:00.000Z,4,,OK
TNT_001,BKG_TRP_0003408_01,TRP_0003408,EMP_04268,SITE_BLR_02,SHIFT_DAY,NO_SHOW,2026-08-17T08:10:00.000Z,,,,OK
TNT_003,BKG_TRP_0003409_01,TRP_0003409,EMP_03148,SITE_NCR_01,SHIFT_NIGHT,BOARDED,2026-08-18T21:16:00.000Z,2026-08-18T21:19:00.000Z,3,,OK
TNT_003,BKG_TRP_0003409_02,TRP_0003409,EMP_01557,SITE_NCR_01,SHIFT_NIGHT,BOARDED,2026-08-18T21:16:00.000Z,2026-08-18T21:19:00.000Z,3,,OK
TNT_003,BKG_TRP_0003409_03,TRP_0003409,EMP_01275,SITE_NCR_01,SHIFT_NIGHT,BOARDED,2026-08-18T21:16:00.000Z,2026-08-18T21:19:00.000Z,3,,OK
TNT_003,BKG_TRP_0003409_04,TRP_0003409,EMP_03290,SITE_NCR_01,SHIFT_NIGHT,BOARDED,2026-08-18T21:16:00.000Z,2026-08-18T21:19:00.000Z,3,,OK
TNT_001,BKG_TRP_0003410_01,TRP_0003410,EMP_00282,SITE_BLR_02,SHIFT_DAY,BOARDED,2026-08-19T08:09:00.000Z,2026-08-19T08:12:00.000Z,3,,OK
TNT_002,BKG_TRP_0003411_01,TRP_0003411,EMP_05906,SITE_HYD_01,SHIFT_DAY,NO_SHOW,2026-08-20T08:39:00.000Z,,,,OK
TNT_003,BKG_TRP_0003412_01,TRP_0003412,EMP_03987,SITE_NCR_01,SHIFT_DAY,NO_SHOW,2026-08-21T08:37:00.000Z,,,,OK
TNT_001,BKG_TRP_0003413_01,TRP_0003413,EMP_00930,SITE_BLR_01,SHIFT_DAY,BOARDED,2026-08-22T08:17:00.000Z,2026-08-22T08:18:00.000Z,1,,OK
TNT_002,BKG_TRP_0003414_01,TRP_0003414,EMP_05510,SITE_HYD_02,SHIFT_MORNING,BOARDED,2026-08-23T05:27:00.000Z,2026-08-23T05:29:00.000Z,2,,OK
TNT_002,BKG_TRP_0003414_02,TRP_0003414,EMP_03614,SITE_HYD_02,SHIFT_MORNING,BOARDED,2026-08-23T05:27:00.000Z,2026-08-23T05:29:00.000Z,2,,OK
TNT_002,BKG_TRP_0003415_01,TRP_0003415,EMP_00762,SITE_HYD_02,SHIFT_EVENING,BOARDED,2026-08-24T13:29:00.000Z,2026-08-24T13:34:00.000Z,5,,OK
TNT_002,BKG_TRP_0003415_02,TRP_0003415,EMP_02969,SITE_HYD_02,SHIFT_EVENING,BOARDED,2026-08-24T13:29:00.000Z,2026-08-24T13:34:00.000Z,5,,OK
TNT_002,BKG_TRP_0003416_01,TRP_0003416,EMP_02174,SITE_HYD_01,SHIFT_EVENING,BOARDED,2026-08-25T13:09:00.000Z,2026-08-25T13:08:00.000Z,-1,,OK
TNT_001,BKG_TRP_0003417_01,TRP_0003417,EMP_00718,SITE_BLR_02,SHIFT_DAY,BOARDED,2026-08-26T08:28:00.000Z,2026-08-26T08:32:00.000Z,4,FDB_TRP_0003417,OK
TNT_001,BKG_TRP_0003417_02,TRP_0003417,EMP_04934,SITE_BLR_02,SHIFT_DAY,BOARDED,2026-08-26T08:28:00.000Z,2026-08-26T08:32:00.000Z,4,,OK
TNT_001,BKG_TRP_0003417_03,TRP_0003417,EMP_04337,SITE_BLR_02,SHIFT_DAY,BOARDED,2026-08-26T08:28:00.000Z,2026-08-26T08:32:00.000Z,4,,OK
TNT_002,BKG_TRP_0003418_01,TRP_0003418,EMP_03933,SITE_HYD_02,SHIFT_EVENING,BOARDED,2026-08-27T13:33:00.000Z,2026-08-27T13:35:00.000Z,2,,OK
TNT_001,BKG_TRP_0003419_01,TRP_0003419,EMP_00171,SITE_BLR_01,SHIFT_NIGHT,BOARDED,2026-08-28T21:16:00.000Z,2026-08-28T21:13:00.000Z,-3,,OK
