tenant_id,employee_token,site_id,shift_id,business_unit,active_flag
TNT_001,EMP_01231,SITE_BLR_02,SHIFT_MORNING,SUPPORT,true
TNT_003,EMP_01232,SITE_NCR_01,SHIFT_DAY,TECHNOLOGY,true
TNT_002,EMP_01233,SITE_HYD_01,SHIFT_EVENING,OPERATIONS,true
TNT_001,EMP_01234,SITE_BLR_01,SHIFT_DAY,TECHNOLOGY,true
TNT_001,EMP_01235,SITE_BLR_02,SHIFT_EVENING,SUPPORT,true
TNT_002,EMP_01236,SITE_HYD_01,SHIFT_DAY,OPERATIONS,true
TNT_003,EMP_01237,SITE_NCR_02,SHIFT_MORNING,SUPPORT,true
TNT_001,EMP_01238,SITE_BLR_01,SHIFT_EVENING,SUPPORT,true
TNT_002,EMP_01239,SITE_HYD_02,SHIFT_EVENING,OPERATIONS,true
TNT_003,EMP_01240,SITE_NCR_01,SHIFT_EVENING,OPERATIONS,true
TNT_001,EMP_01241,SITE_BLR_01,SHIFT_NIGHT,SUPPORT,true
TNT_003,EMP_01242,SITE_NCR_02,SHIFT_EVENING,OPERATIONS,true
TNT_002,EMP_01243,SITE_HYD_02,SHIFT_DAY,SUPPORT,true
TNT_003,EMP_01244,SITE_NCR_02,SHIFT_MORNING,OPERATIONS,true
TNT_001,EMP_01245,SITE_BLR_02,SHIFT_MORNING,OPERATIONS,true
TNT_002,EMP_01246,SITE_HYD_02,SHIFT_MORNING,OPERATIONS,true
TNT_001,EMP_01247,SITE_BLR_02,SHIFT_EVENING,TECHNOLOGY,true
TNT_002,EMP_01248,SITE_HYD_02,SHIFT_DAY,SUPPORT,true
TNT_001,EMP_01249,SITE_BLR_02,SHIFT_DAY,OPERATIONS,true
TNT_003,EMP_01250,SITE_NCR_02,SHIFT_EVENING,TECHNOLOGY,true
TNT_001,EMP_01251,SITE_BLR_01,SHIFT_NIGHT,OPERATIONS,true
TNT_001,EMP_01252,SITE_BLR_01,SHIFT_MORNING,OPERATIONS,true
TNT_001,EMP_01253,SITE_BLR_01,SHIFT_EVENING,OPERATIONS,true
TNT_002,EMP_01254,SITE_HYD_02,SHIFT_DAY,TECHNOLOGY,true
TNT_003,EMP_01255,SITE_NCR_01,SHIFT_NIGHT,OPERATIONS,true
TNT_001,EMP_01256,SITE_BLR_02,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01257,SITE_BLR_02,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01258,SITE_BLR_01,SHIFT_DAY,SUPPORT,true
TNT_003,EMP_01259,SITE_NCR_01,SHIFT_NIGHT,OPERATIONS,true
TNT_002,EMP_01260,SITE_HYD_02,SHIFT_EVENING,TECHNOLOGY,true
TNT_001,EMP_01261,SITE_BLR_01,SHIFT_MORNING,OPERATIONS,true
TNT_003,EMP_01262,SITE_NCR_01,SHIFT_DAY,SUPPORT,true
TNT_001,EMP_01263,SITE_BLR_02,SHIFT_MORNING,SUPPORT,true
TNT_002,EMP_01264,SITE_HYD_01,SHIFT_DAY,SUPPORT,true
TNT_002,EMP_01265,SITE_HYD_02,SHIFT_NIGHT,TECHNOLOGY,true
TNT_001,EMP_01266,SITE_BLR_02,SHIFT_NIGHT,TECHNOLOGY,true
TNT_003,EMP_01267,SITE_NCR_01,SHIFT_DAY,OPERATIONS,true
TNT_003,EMP_01268,SITE_NCR_02,SHIFT_EVENING,OPERATIONS,true
TNT_001,EMP_01269,SITE_BLR_01,SHIFT_DAY,SUPPORT,true
TNT_001,EMP_01270,SITE_BLR_01,SHIFT_MORNING,TECHNOLOGY,true
TNT_001,EMP_01271,SITE_BLR_01,SHIFT_DAY,TECHNOLOGY,true
TNT_001,EMP_01272,SITE_BLR_02,SHIFT_DAY,OPERATIONS,true
TNT_002,EMP_01273,SITE_HYD_01,SHIFT_MORNING,OPERATIONS,true
TNT_001,EMP_01274,SITE_BLR_01,SHIFT_DAY,SUPPORT,true
TNT_003,EMP_01275,SITE_NCR_01,SHIFT_NIGHT,OPERATIONS,true
TNT_001,EMP_01276,SITE_BLR_02,SHIFT_DAY,TECHNOLOGY,true
TNT_002,EMP_01277,SITE_HYD_02,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01278,SITE_BLR_01,SHIFT_EVENING,OPERATIONS,true
TNT_001,EMP_01279,SITE_BLR_01,SHIFT_NIGHT,SUPPORT,true
TNT_001,EMP_01280,SITE_BLR_02,SHIFT_DAY,SUPPORT,true
TNT_002,EMP_01281,SITE_HYD_02,SHIFT_EVENING,OPERATIONS,true
TNT_001,EMP_01282,SITE_BLR_02,SHIFT_DAY,SUPPORT,true
TNT_001,EMP_01283,SITE_BLR_01,SHIFT_DAY,OPERATIONS,false
TNT_001,EMP_01284,SITE_BLR_02,SHIFT_DAY,OPERATIONS,true
TNT_002,EMP_01285,SITE_HYD_01,SHIFT_NIGHT,TECHNOLOGY,true
TNT_001,EMP_01286,SITE_BLR_01,SHIFT_DAY,OPERATIONS,true
TNT_002,EMP_01287,SITE_HYD_02,SHIFT_EVENING,OPERATIONS,true
TNT_001,EMP_01288,SITE_BLR_02,SHIFT_NIGHT,TECHNOLOGY,true
TNT_002,EMP_01289,SITE_HYD_02,SHIFT_MORNING,TECHNOLOGY,true
TNT_001,EMP_01290,SITE_BLR_01,SHIFT_EVENING,TECHNOLOGY,true
TNT_001,EMP_01291,SITE_BLR_01,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01292,SITE_BLR_02,SHIFT_NIGHT,SUPPORT,true
TNT_002,EMP_01293,SITE_HYD_02,SHIFT_EVENING,TECHNOLOGY,true
TNT_002,EMP_01294,SITE_HYD_01,SHIFT_EVENING,SUPPORT,true
TNT_002,EMP_01295,SITE_HYD_02,SHIFT_MORNING,OPERATIONS,true
TNT_003,EMP_01296,SITE_NCR_01,SHIFT_MORNING,OPERATIONS,true
TNT_001,EMP_01297,SITE_BLR_01,SHIFT_MORNING,OPERATIONS,true
TNT_002,EMP_01298,SITE_HYD_01,SHIFT_DAY,SUPPORT,true
TNT_001,EMP_01299,SITE_BLR_02,SHIFT_MORNING,TECHNOLOGY,true
TNT_001,EMP_01300,SITE_BLR_02,SHIFT_DAY,TECHNOLOGY,true
TNT_003,EMP_01301,SITE_NCR_02,SHIFT_EVENING,OPERATIONS,true
TNT_001,EMP_01302,SITE_BLR_02,SHIFT_DAY,TECHNOLOGY,true
TNT_002,EMP_01303,SITE_HYD_01,SHIFT_NIGHT,OPERATIONS,true
TNT_002,EMP_01304,SITE_HYD_01,SHIFT_MORNING,TECHNOLOGY,true
TNT_002,EMP_01305,SITE_HYD_01,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01306,SITE_BLR_02,SHIFT_EVENING,SUPPORT,true
TNT_001,EMP_01307,SITE_BLR_02,SHIFT_MORNING,OPERATIONS,true
TNT_001,EMP_01308,SITE_BLR_01,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01309,SITE_BLR_02,SHIFT_EVENING,SUPPORT,true
TNT_002,EMP_01310,SITE_HYD_02,SHIFT_DAY,SUPPORT,true
TNT_002,EMP_01311,SITE_HYD_01,SHIFT_DAY,OPERATIONS,true
TNT_002,EMP_01312,SITE_HYD_01,SHIFT_DAY,TECHNOLOGY,true
TNT_001,EMP_01313,SITE_BLR_02,SHIFT_EVENING,TECHNOLOGY,true
TNT_001,EMP_01314,SITE_BLR_01,SHIFT_NIGHT,OPERATIONS,true
TNT_001,EMP_01315,SITE_BLR_02,SHIFT_EVENING,SUPPORT,true
TNT_001,EMP_01316,SITE_BLR_02,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01317,SITE_BLR_01,SHIFT_MORNING,SUPPORT,true
TNT_002,EMP_01318,SITE_HYD_01,SHIFT_EVENING,SUPPORT,true
TNT_001,EMP_01319,SITE_BLR_02,SHIFT_EVENING,TECHNOLOGY,true
TNT_002,EMP_01320,SITE_HYD_02,SHIFT_EVENING,OPERATIONS,true
TNT_001,EMP_01321,SITE_BLR_01,SHIFT_DAY,OPERATIONS,true
TNT_003,EMP_01322,SITE_NCR_01,SHIFT_NIGHT,OPERATIONS,true
TNT_001,EMP_01323,SITE_BLR_01,SHIFT_MORNING,OPERATIONS,true
TNT_001,EMP_01324,SITE_BLR_01,SHIFT_DAY,SUPPORT,true
TNT_001,EMP_01325,SITE_BLR_02,SHIFT_EVENING,OPERATIONS,true
TNT_001,EMP_01326,SITE_BLR_02,SHIFT_NIGHT,TECHNOLOGY,true
TNT_003,EMP_01327,SITE_NCR_02,SHIFT_MORNING,OPERATIONS,true
TNT_002,EMP_01328,SITE_HYD_01,SHIFT_DAY,SUPPORT,true
TNT_001,EMP_01329,SITE_BLR_02,SHIFT_DAY,SUPPORT,true
TNT_002,EMP_01330,SITE_HYD_01,SHIFT_EVENING,OPERATIONS,true
TNT_001,EMP_01331,SITE_BLR_02,SHIFT_MORNING,OPERATIONS,true
TNT_002,EMP_01332,SITE_HYD_01,SHIFT_MORNING,OPERATIONS,true
TNT_002,EMP_01333,SITE_HYD_02,SHIFT_DAY,TECHNOLOGY,true
TNT_003,EMP_01334,SITE_NCR_01,SHIFT_EVENING,SUPPORT,true
TNT_001,EMP_01335,SITE_BLR_02,SHIFT_DAY,OPERATIONS,true
TNT_003,EMP_01336,SITE_NCR_02,SHIFT_NIGHT,OPERATIONS,true
TNT_003,EMP_01337,SITE_NCR_01,SHIFT_NIGHT,OPERATIONS,true
TNT_001,EMP_01338,SITE_BLR_02,SHIFT_MORNING,OPERATIONS,true
TNT_002,EMP_01339,SITE_HYD_01,SHIFT_NIGHT,OPERATIONS,true
TNT_001,EMP_01340,SITE_BLR_02,SHIFT_MORNING,OPERATIONS,true
TNT_001,EMP_01341,SITE_BLR_01,SHIFT_NIGHT,OPERATIONS,true
TNT_002,EMP_01342,SITE_HYD_02,SHIFT_NIGHT,OPERATIONS,true
TNT_002,EMP_01343,SITE_HYD_01,SHIFT_DAY,TECHNOLOGY,true
TNT_002,EMP_01344,SITE_HYD_01,SHIFT_MORNING,TECHNOLOGY,true
TNT_003,EMP_01345,SITE_NCR_01,SHIFT_MORNING,TECHNOLOGY,true
TNT_001,EMP_01346,SITE_BLR_01,SHIFT_NIGHT,SUPPORT,true
TNT_003,EMP_01347,SITE_NCR_01,SHIFT_EVENING,SUPPORT,true
TNT_001,EMP_01348,SITE_BLR_02,SHIFT_MORNING,OPERATIONS,true
TNT_003,EMP_01349,SITE_NCR_02,SHIFT_DAY,TECHNOLOGY,true
TNT_001,EMP_01350,SITE_BLR_02,SHIFT_MORNING,SUPPORT,true
TNT_001,EMP_01351,SITE_BLR_02,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01352,SITE_BLR_01,SHIFT_DAY,TECHNOLOGY,true
TNT_001,EMP_01353,SITE_BLR_01,SHIFT_EVENING,SUPPORT,true
TNT_001,EMP_01354,SITE_BLR_01,SHIFT_MORNING,OPERATIONS,true
TNT_001,EMP_01355,SITE_BLR_02,SHIFT_MORNING,SUPPORT,true
TNT_001,EMP_01356,SITE_BLR_02,SHIFT_NIGHT,SUPPORT,true
TNT_001,EMP_01357,SITE_BLR_01,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01358,SITE_BLR_02,SHIFT_EVENING,TECHNOLOGY,true
TNT_001,EMP_01359,SITE_BLR_01,SHIFT_MORNING,TECHNOLOGY,true
TNT_002,EMP_01360,SITE_HYD_01,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01361,SITE_BLR_01,SHIFT_DAY,OPERATIONS,true
TNT_002,EMP_01362,SITE_HYD_01,SHIFT_MORNING,OPERATIONS,true
TNT_003,EMP_01363,SITE_NCR_01,SHIFT_MORNING,OPERATIONS,true
TNT_002,EMP_01364,SITE_HYD_02,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01365,SITE_BLR_02,SHIFT_NIGHT,SUPPORT,true
TNT_001,EMP_01366,SITE_BLR_01,SHIFT_MORNING,SUPPORT,true
TNT_001,EMP_01367,SITE_BLR_02,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01368,SITE_BLR_01,SHIFT_DAY,TECHNOLOGY,true
TNT_001,EMP_01369,SITE_BLR_01,SHIFT_DAY,SUPPORT,true
TNT_001,EMP_01370,SITE_BLR_01,SHIFT_DAY,SUPPORT,true
TNT_002,EMP_01371,SITE_HYD_01,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01372,SITE_BLR_01,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01373,SITE_BLR_02,SHIFT_EVENING,SUPPORT,true
TNT_003,EMP_01374,SITE_NCR_02,SHIFT_DAY,OPERATIONS,true
TNT_002,EMP_01375,SITE_HYD_02,SHIFT_EVENING,TECHNOLOGY,true
TNT_001,EMP_01376,SITE_BLR_02,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01377,SITE_BLR_01,SHIFT_NIGHT,OPERATIONS,true
TNT_002,EMP_01378,SITE_HYD_01,SHIFT_DAY,TECHNOLOGY,true
TNT_003,EMP_01379,SITE_NCR_02,SHIFT_MORNING,TECHNOLOGY,true
TNT_001,EMP_01380,SITE_BLR_02,SHIFT_DAY,TECHNOLOGY,true
TNT_001,EMP_01381,SITE_BLR_02,SHIFT_MORNING,SUPPORT,true
TNT_001,EMP_01382,SITE_BLR_01,SHIFT_EVENING,SUPPORT,true
TNT_003,EMP_01383,SITE_NCR_01,SHIFT_NIGHT,OPERATIONS,true
TNT_002,EMP_01384,SITE_HYD_01,SHIFT_NIGHT,OPERATIONS,true
TNT_001,EMP_01385,SITE_BLR_02,SHIFT_NIGHT,OPERATIONS,true
TNT_002,EMP_01386,SITE_HYD_02,SHIFT_MORNING,OPERATIONS,true
TNT_002,EMP_01387,SITE_HYD_02,SHIFT_DAY,SUPPORT,true
TNT_001,EMP_01388,SITE_BLR_01,SHIFT_MORNING,OPERATIONS,true
TNT_001,EMP_01389,SITE_BLR_02,SHIFT_NIGHT,SUPPORT,false
TNT_001,EMP_01390,SITE_BLR_02,SHIFT_DAY,SUPPORT,true
TNT_001,EMP_01391,SITE_BLR_01,SHIFT_EVENING,SUPPORT,true
TNT_001,EMP_01392,SITE_BLR_02,SHIFT_MORNING,OPERATIONS,true
TNT_002,EMP_01393,SITE_HYD_02,SHIFT_EVENING,TECHNOLOGY,true
TNT_001,EMP_01394,SITE_BLR_01,SHIFT_NIGHT,OPERATIONS,true
TNT_003,EMP_01395,SITE_NCR_01,SHIFT_MORNING,OPERATIONS,true
TNT_001,EMP_01396,SITE_BLR_01,SHIFT_DAY,SUPPORT,true
TNT_001,EMP_01397,SITE_BLR_01,SHIFT_MORNING,SUPPORT,true
TNT_002,EMP_01398,SITE_HYD_02,SHIFT_EVENING,SUPPORT,true
TNT_002,EMP_01399,SITE_HYD_02,SHIFT_MORNING,OPERATIONS,true
TNT_003,EMP_01400,SITE_NCR_02,SHIFT_DAY,SUPPORT,true
TNT_003,EMP_01401,SITE_NCR_01,SHIFT_NIGHT,OPERATIONS,true
TNT_003,EMP_01402,SITE_NCR_01,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01403,SITE_BLR_01,SHIFT_EVENING,SUPPORT,true
TNT_001,EMP_01404,SITE_BLR_02,SHIFT_DAY,SUPPORT,true
TNT_001,EMP_01405,SITE_BLR_01,SHIFT_DAY,SUPPORT,true
TNT_001,EMP_01406,SITE_BLR_02,SHIFT_DAY,OPERATIONS,true
TNT_003,EMP_01407,SITE_NCR_01,SHIFT_MORNING,OPERATIONS,true
TNT_002,EMP_01408,SITE_HYD_02,SHIFT_EVENING,SUPPORT,true
TNT_002,EMP_01409,SITE_HYD_02,SHIFT_NIGHT,TECHNOLOGY,true
TNT_001,EMP_01410,SITE_BLR_01,SHIFT_NIGHT,OPERATIONS,true
TNT_001,EMP_01411,SITE_BLR_01,SHIFT_DAY,SUPPORT,true
TNT_002,EMP_01412,SITE_HYD_02,SHIFT_MORNING,TECHNOLOGY,true
TNT_002,EMP_01413,SITE_HYD_01,SHIFT_NIGHT,SUPPORT,true
TNT_001,EMP_01414,SITE_BLR_01,SHIFT_MORNING,OPERATIONS,true
TNT_001,EMP_01415,SITE_BLR_02,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01416,SITE_BLR_01,SHIFT_NIGHT,OPERATIONS,true
TNT_002,EMP_01417,SITE_HYD_01,SHIFT_DAY,TECHNOLOGY,true
TNT_001,EMP_01418,SITE_BLR_02,SHIFT_DAY,SUPPORT,true
TNT_001,EMP_01419,SITE_BLR_01,SHIFT_MORNING,TECHNOLOGY,true
TNT_001,EMP_01420,SITE_BLR_01,SHIFT_DAY,TECHNOLOGY,true
TNT_001,EMP_01421,SITE_BLR_02,SHIFT_MORNING,OPERATIONS,true
TNT_001,EMP_01422,SITE_BLR_01,SHIFT_NIGHT,TECHNOLOGY,true
TNT_001,EMP_01423,SITE_BLR_01,SHIFT_EVENING,SUPPORT,true
TNT_001,EMP_01424,SITE_BLR_02,SHIFT_MORNING,TECHNOLOGY,true
TNT_001,EMP_01425,SITE_BLR_01,SHIFT_EVENING,OPERATIONS,true
TNT_001,EMP_01426,SITE_BLR_02,SHIFT_DAY,OPERATIONS,true
TNT_002,EMP_01427,SITE_HYD_02,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01428,SITE_BLR_02,SHIFT_MORNING,OPERATIONS,true
TNT_001,EMP_01429,SITE_BLR_01,SHIFT_DAY,OPERATIONS,true
TNT_002,EMP_01430,SITE_HYD_01,SHIFT_EVENING,SUPPORT,true
TNT_001,EMP_01431,SITE_BLR_01,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01432,SITE_BLR_02,SHIFT_NIGHT,SUPPORT,true
TNT_001,EMP_01433,SITE_BLR_01,SHIFT_DAY,SUPPORT,true
TNT_001,EMP_01434,SITE_BLR_01,SHIFT_NIGHT,TECHNOLOGY,true
TNT_001,EMP_01435,SITE_BLR_01,SHIFT_NIGHT,SUPPORT,true
TNT_003,EMP_01436,SITE_NCR_02,SHIFT_DAY,SUPPORT,true
TNT_001,EMP_01437,SITE_BLR_01,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01438,SITE_BLR_02,SHIFT_DAY,TECHNOLOGY,true
TNT_001,EMP_01439,SITE_BLR_02,SHIFT_DAY,SUPPORT,true
TNT_001,EMP_01440,SITE_BLR_01,SHIFT_MORNING,TECHNOLOGY,true
TNT_001,EMP_01441,SITE_BLR_01,SHIFT_EVENING,OPERATIONS,true
TNT_001,EMP_01442,SITE_BLR_01,SHIFT_NIGHT,TECHNOLOGY,true
TNT_001,EMP_01443,SITE_BLR_02,SHIFT_DAY,TECHNOLOGY,true
TNT_001,EMP_01444,SITE_BLR_02,SHIFT_DAY,OPERATIONS,true
TNT_003,EMP_01445,SITE_NCR_02,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01446,SITE_BLR_02,SHIFT_DAY,TECHNOLOGY,true
TNT_001,EMP_01447,SITE_BLR_01,SHIFT_NIGHT,OPERATIONS,true
TNT_002,EMP_01448,SITE_HYD_02,SHIFT_DAY,TECHNOLOGY,true
TNT_001,EMP_01449,SITE_BLR_01,SHIFT_DAY,SUPPORT,true
TNT_001,EMP_01450,SITE_BLR_02,SHIFT_MORNING,SUPPORT,true
TNT_001,EMP_01451,SITE_BLR_02,SHIFT_DAY,TECHNOLOGY,true
TNT_001,EMP_01452,SITE_BLR_02,SHIFT_DAY,SUPPORT,true
TNT_002,EMP_01453,SITE_HYD_02,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01454,SITE_BLR_02,SHIFT_NIGHT,OPERATIONS,true
TNT_001,EMP_01455,SITE_BLR_02,SHIFT_MORNING,SUPPORT,true
TNT_002,EMP_01456,SITE_HYD_02,SHIFT_MORNING,SUPPORT,true
TNT_002,EMP_01457,SITE_HYD_02,SHIFT_NIGHT,TECHNOLOGY,true
TNT_001,EMP_01458,SITE_BLR_01,SHIFT_DAY,OPERATIONS,true
TNT_002,EMP_01459,SITE_HYD_02,SHIFT_DAY,TECHNOLOGY,true
TNT_001,EMP_01460,SITE_BLR_02,SHIFT_MORNING,SUPPORT,true
TNT_002,EMP_01461,SITE_HYD_01,SHIFT_MORNING,TECHNOLOGY,true
TNT_001,EMP_01462,SITE_BLR_01,SHIFT_NIGHT,OPERATIONS,true
TNT_001,EMP_01463,SITE_BLR_02,SHIFT_NIGHT,OPERATIONS,true
TNT_001,EMP_01464,SITE_BLR_02,SHIFT_EVENING,SUPPORT,true
TNT_003,EMP_01465,SITE_NCR_02,SHIFT_EVENING,TECHNOLOGY,true
TNT_002,EMP_01466,SITE_HYD_02,SHIFT_DAY,TECHNOLOGY,false
TNT_001,EMP_01467,SITE_BLR_01,SHIFT_DAY,SUPPORT,true
TNT_002,EMP_01468,SITE_HYD_01,SHIFT_EVENING,SUPPORT,true
TNT_003,EMP_01469,SITE_NCR_01,SHIFT_NIGHT,SUPPORT,true
TNT_003,EMP_01470,SITE_NCR_01,SHIFT_MORNING,TECHNOLOGY,true
TNT_001,EMP_01471,SITE_BLR_02,SHIFT_DAY,OPERATIONS,true
TNT_002,EMP_01472,SITE_HYD_02,SHIFT_NIGHT,OPERATIONS,true
TNT_001,EMP_01473,SITE_BLR_02,SHIFT_EVENING,OPERATIONS,true
TNT_002,EMP_01474,SITE_HYD_01,SHIFT_DAY,OPERATIONS,true
TNT_002,EMP_01475,SITE_HYD_02,SHIFT_MORNING,OPERATIONS,true
TNT_001,EMP_01476,SITE_BLR_02,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01477,SITE_BLR_01,SHIFT_EVENING,TECHNOLOGY,true
TNT_002,EMP_01478,SITE_HYD_02,SHIFT_MORNING,OPERATIONS,true
TNT_001,EMP_01479,SITE_BLR_02,SHIFT_EVENING,OPERATIONS,true
TNT_001,EMP_01480,SITE_BLR_01,SHIFT_DAY,OPERATIONS,true
TNT_003,EMP_01481,SITE_NCR_01,SHIFT_EVENING,TECHNOLOGY,true
TNT_001,EMP_01482,SITE_BLR_01,SHIFT_DAY,OPERATIONS,true
TNT_002,EMP_01483,SITE_HYD_01,SHIFT_MORNING,OPERATIONS,true
TNT_001,EMP_01484,SITE_BLR_01,SHIFT_DAY,SUPPORT,true
TNT_001,EMP_01485,SITE_BLR_02,SHIFT_MORNING,OPERATIONS,true
TNT_001,EMP_01486,SITE_BLR_01,SHIFT_NIGHT,OPERATIONS,true
TNT_001,EMP_01487,SITE_BLR_01,SHIFT_MORNING,SUPPORT,true
TNT_001,EMP_01488,SITE_BLR_01,SHIFT_MORNING,OPERATIONS,true
TNT_003,EMP_01489,SITE_NCR_02,SHIFT_EVENING,OPERATIONS,true
TNT_002,EMP_01490,SITE_HYD_01,SHIFT_NIGHT,SUPPORT,true
TNT_001,EMP_01491,SITE_BLR_01,SHIFT_NIGHT,OPERATIONS,true
TNT_001,EMP_01492,SITE_BLR_01,SHIFT_DAY,SUPPORT,true
TNT_001,EMP_01493,SITE_BLR_02,SHIFT_NIGHT,TECHNOLOGY,true
TNT_002,EMP_01494,SITE_HYD_02,SHIFT_NIGHT,OPERATIONS,false
TNT_001,EMP_01495,SITE_BLR_01,SHIFT_DAY,TECHNOLOGY,true
TNT_001,EMP_01496,SITE_BLR_01,SHIFT_EVENING,SUPPORT,true
TNT_002,EMP_01497,SITE_HYD_01,SHIFT_DAY,OPERATIONS,true
TNT_002,EMP_01498,SITE_HYD_02,SHIFT_DAY,OPERATIONS,true
TNT_002,EMP_01499,SITE_HYD_01,SHIFT_DAY,TECHNOLOGY,true
TNT_003,EMP_01500,SITE_NCR_02,SHIFT_MORNING,TECHNOLOGY,true
TNT_001,EMP_01501,SITE_BLR_01,SHIFT_MORNING,TECHNOLOGY,true
TNT_001,EMP_01502,SITE_BLR_02,SHIFT_MORNING,OPERATIONS,true
TNT_001,EMP_01503,SITE_BLR_01,SHIFT_NIGHT,OPERATIONS,true
TNT_001,EMP_01504,SITE_BLR_02,SHIFT_MORNING,SUPPORT,true
TNT_001,EMP_01505,SITE_BLR_01,SHIFT_EVENING,SUPPORT,true
TNT_001,EMP_01506,SITE_BLR_02,SHIFT_DAY,SUPPORT,true
TNT_001,EMP_01507,SITE_BLR_02,SHIFT_DAY,OPERATIONS,true
TNT_002,EMP_01508,SITE_HYD_01,SHIFT_NIGHT,TECHNOLOGY,true
TNT_001,EMP_01509,SITE_BLR_01,SHIFT_DAY,SUPPORT,true
TNT_001,EMP_01510,SITE_BLR_02,SHIFT_MORNING,TECHNOLOGY,true
TNT_001,EMP_01511,SITE_BLR_01,SHIFT_NIGHT,OPERATIONS,true
TNT_001,EMP_01512,SITE_BLR_02,SHIFT_EVENING,SUPPORT,true
TNT_003,EMP_01513,SITE_NCR_01,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01514,SITE_BLR_01,SHIFT_EVENING,TECHNOLOGY,true
TNT_001,EMP_01515,SITE_BLR_02,SHIFT_MORNING,SUPPORT,true
TNT_001,EMP_01516,SITE_BLR_01,SHIFT_MORNING,OPERATIONS,true
TNT_002,EMP_01517,SITE_HYD_01,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01518,SITE_BLR_02,SHIFT_MORNING,SUPPORT,true
TNT_001,EMP_01519,SITE_BLR_02,SHIFT_MORNING,TECHNOLOGY,true
TNT_001,EMP_01520,SITE_BLR_02,SHIFT_DAY,SUPPORT,true
TNT_002,EMP_01521,SITE_HYD_02,SHIFT_DAY,TECHNOLOGY,true
TNT_002,EMP_01522,SITE_HYD_02,SHIFT_DAY,TECHNOLOGY,true
TNT_001,EMP_01523,SITE_BLR_02,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01524,SITE_BLR_02,SHIFT_NIGHT,OPERATIONS,true
TNT_003,EMP_01525,SITE_NCR_02,SHIFT_EVENING,TECHNOLOGY,true
TNT_002,EMP_01526,SITE_HYD_02,SHIFT_DAY,OPERATIONS,true
TNT_003,EMP_01527,SITE_NCR_01,SHIFT_EVENING,TECHNOLOGY,true
TNT_001,EMP_01528,SITE_BLR_01,SHIFT_MORNING,SUPPORT,true
TNT_001,EMP_01529,SITE_BLR_01,SHIFT_NIGHT,TECHNOLOGY,true
TNT_001,EMP_01530,SITE_BLR_01,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01531,SITE_BLR_02,SHIFT_EVENING,TECHNOLOGY,true
TNT_001,EMP_01532,SITE_BLR_02,SHIFT_DAY,SUPPORT,true
TNT_001,EMP_01533,SITE_BLR_01,SHIFT_MORNING,SUPPORT,true
TNT_001,EMP_01534,SITE_BLR_02,SHIFT_DAY,SUPPORT,true
TNT_003,EMP_01535,SITE_NCR_01,SHIFT_DAY,OPERATIONS,true
TNT_001,EMP_01536,SITE_BLR_02,SHIFT_MORNING,OPERATIONS,true
TNT_001,EMP_01537,SITE_BLR_01,SHIFT_MORNING,SUPPORT,true
TNT_001,EMP_01538,SITE_BLR_02,SHIFT_DAY,OPERATIONS,true
TNT_003,EMP_01539,SITE_NCR_02,SHIFT_NIGHT,TECHNOLOGY,true
TNT_002,EMP_01540,SITE_HYD_01,SHIFT_EVENING,SUPPORT,true
TNT_001,EMP_01541,SITE_BLR_01,SHIFT_DAY,SUPPORT,true
TNT_002,EMP_01542,SITE_HYD_02,SHIFT_NIGHT,OPERATIONS,true
TNT_001,EMP_01543,SITE_BLR_01,SHIFT_MORNING,OPERATIONS,true
TNT_001,EMP_01544,SITE_BLR_02,SHIFT_NIGHT,TECHNOLOGY,true
TNT_001,EMP_01545,SITE_BLR_01,SHIFT_MORNING,SUPPORT,true
TNT_003,EMP_01546,SITE_NCR_02,SHIFT_EVENING,TECHNOLOGY,false
TNT_001,EMP_01547,SITE_BLR_01,SHIFT_EVENING,OPERATIONS,true
